age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
6,4,10031,11,8,0,3,1,4,0,0,0,39,39,0
25,4,9624,0,15,1,12,0,4,0,0,0,24,39,0
51,4,4289,11,8,0,10,3,4,0,0,0,17,39,0
11,4,6390,9,12,0,10,4,4,0,32,49,24,39,0
24,4,2773,11,8,0,7,3,4,0,0,0,77,39,0
12,4,6755,9,12,0,3,3,4,1,0,0,39,39,0
24,4,465,9,12,1,3,0,4,1,0,0,39,39,0
9,4,16805,15,9,0,12,3,4,0,0,0,66,39,1
2,4,9561,11,12,0,10,3,4,0,0,0,39,39,0
59,4,19217,9,12,1,11,0,4,0,0,0,26,39,1
37,4,11361,7,13,0,8,3,4,0,0,0,39,39,0
28,4,14523,11,8,0,4,1,4,1,0,0,6,39,0
67,4,8924,15,9,0,13,1,4,1,0,0,39,39,0
63,4,15608,11,8,1,4,0,4,1,0,0,45,39,0
42,4,11791,15,9,1,6,0,4,0,97,46,39,39,0
27,6,14829,11,13,0,4,1,4,0,0,0,39,39,0
29,4,2620,11,8,0,2,3,4,1,0,0,39,39,0
1,4,6347,9,12,1,6,0,4,0,0,0,14,39,0
15,4,21598,11,8,1,4,0,4,0,0,0,29,39,0
8,4,3016,15,9,1,1,1,4,0,0,73,39,39,1
52,4,20953,11,8,0,6,3,4,0,0,0,39,39,0
27,4,14543,11,8,0,7,3,4,0,0,0,44,39,1
11,6,14088,11,8,1,1,0,4,0,0,0,49,39,0
20,4,4611,15,9,1,3,0,4,0,0,0,63,39,0
0,4,17300,9,12,1,10,4,4,0,0,0,49,39,1
8,4,9904,11,8,0,10,3,4,1,59,0,44,39,0
0,4,3667,9,12,0,7,1,4,1,0,0,29,39,0
30,4,1368,14,15,0,14,1,2,1,0,0,21,39,0
23,6,11301,11,8,0,8,0,4,1,0,0,39,39,1
19,4,14946,6,4,1,4,0,4,0,0,0,15,39,0
43,4,14675,8,10,1,3,0,4,0,0,0,14,39,0
20,4,11069,0,9,1,5,0,4,0,0,0,39,26,0
72,4,8593,15,5,1,12,0,4,0,0,0,8,39,1
42,4,9759,15,9,1,8,0,4,0,0,89,39,39,1
17,6,17746,9,12,0,7,3,4,0,0,0,27,39,1
13,4,13147,15,9,1,6,0,4,0,0,0,49,39,1
70,4,21057,11,8,0,10,1,4,0,0,0,72,39,1
5,4,13874,11,8,0,0,3,4,0,0,0,39,39,1
40,4,3733,15,9,1,3,0,4,0,0,0,39,39,1
22,4,17957,11,8,0,10,1,4,0,0,0,39,39,1
50,4,3791,1,13,0,0,1,4,0,0,77,39,39,0
71,4,16972,15,9,1,4,0,4,1,0,0,39,39,0
1,4,14397,15,9,0,4,4,4,1,0,0,39,39,0
20,4,14268,15,9,1,8,3,4,1,0,0,49,39,0
15,8,11584,0,5,0,10,1,2,0,0,0,38,39,0
41,0,16942,12,0,1,10,0,4,0,78,0,72,39,1
10,4,16326,6,3,1,3,0,0,1,0,0,11,39,0
10,4,18360,15,9,1,7,5,4,0,76,0,61,39,0
18,4,11136,12,13,0,4,4,4,0,0,0,39,39,0
48,4,14232,11,8,1,12,0,2,0,0,0,39,39,0
13,4,5350,9,12,0,10,4,4,0,0,0,38,39,0
18,4,17251,11,8,0,0,3,2,0,0,0,39,39,0
35,0,18864,15,9,0,6,1,4,0,0,0,33,39,0
37,6,11663,8,4,1,8,0,4,0,0,74,39,39,0
71,0,726,9,8,0,10,1,4,0,0,0,39,39,0
25,4,9415,11,8,0,2,1,4,0,0,0,39,39,1
29,4,16890,15,9,0,2,3,0,0,0,0,39,25,1
22,4,10036,9,12,0,14,2,4,1,0,0,49,39,0
2,0,13754,7,13,0,1,1,4,0,0,0,39,39,0
25,4,9956,12,8,0,4,5,4,0,0,0,47,39,0
2,4,1463,1,9,1,1,0,4,1,0,0,34,39,0
13,4,9277,15,9,0,0,3,4,1,36,0,39,39,0
2,3,7354,0,5,1,3,0,4,0,0,0,74,39,0
59,4,5368,8,8,1,0,0,4,0,0,0,39,39,0
31,4,6190,11,8,1,0,0,4,0,0,69,41,39,0
8,5,11102,15,9,0,4,3,4,0,0,0,11,39,0
56,4,18560,11,8,1,4,3,2,0,0,0,39,39,0
15,4,20621,15,6,0,10,1,4,0,0,0,59,39,0
3,4,12102,7,13,0,2,3,4,0,0,0,54,39,1
14,4,7645,11,8,0,1,1,4,0,0,0,26,39,0
3,4,12917,11,8,1,10,0,4,0,0,0,81,39,0
10,7,19006,9,12,0,14,3,4,0,0,0,39,39,0
31,6,17455,11,9,1,10,0,4,0,0,86,44,39,0
34,6,14289,9,12,0,0,1,0,1,0,0,39,39,1
23,5,1024,8,10,0,8,1,4,0,0,0,28,39,1
14,5,54,5,6,1,14,0,4,0,0,0,15,39,0
29,4,13801,11,8,1,3,0,4,0,0,0,49,39,1
42,4,2096,15,9,1,7,0,2,0,0,0,39,39,1
0,4,14490,13,0,0,5,4,2,0,0,0,52,39,0
19,4,7211,7,11,1,5,0,4,0,0,0,59,39,0
19,4,4061,2,13,0,8,1,4,0,0,0,34,39,0
59,4,9247,11,8,1,10,0,4,0,0,0,34,39,0
68,4,18385,11,8,0,12,1,4,0,0,0,49,39,0
72,2,2049,9,10,0,8,1,4,0,0,0,67,39,0
42,4,19361,1,10,0,7,1,1,0,0,0,42,39,0
12,2,4881,9,12,1,1,0,4,0,0,0,39,39,0
42,4,6106,11,8,0,1,3,4,0,0,0,39,39,1
28,4,814,11,8,0,4,3,4,1,0,0,35,39,0
5,4,7622,9,12,0,4,3,4,0,0,0,89,39,1
2,4,3487,11,8,0,4,4,4,1,0,0,39,39,0
40,8,10866,11,8,1,12,0,4,0,73,0,39,39,0
66,4,20692,11,8,0,13,4,2,0,0,0,49,39,0
27,0,18096,11,6,0,0,1,1,0,30,0,56,39,1
35,4,8359,11,8,0,10,3,4,1,0,0,49,39,1
65,4,7784,9,12,1,4,0,4,0,0,0,39,39,0
21,4,13401,3,12,0,8,3,4,1,0,0,39,41,0
38,2,16533,11,8,1,13,0,4,0,0,0,91,39,0
28,0,19367,11,8,1,8,0,4,0,61,0,39,39,0
60,7,8529,4,8,0,8,3,4,1,0,0,34,20,0
31,6,15264,4,9,1,10,0,4,0,0,0,44,39,0
28,4,8926,9,12,0,4,3,4,0,0,0,39,39,1
0,4,19659,9,12,1,10,0,4,0,0,0,46,39,0
22,1,18833,0,6,0,4,4,4,1,0,0,64,39,0
26,6,2386,14,5,0,7,1,4,0,0,0,39,39,0
8,4,9232,15,12,1,0,0,4,0,0,0,34,39,0
71,4,13031,11,8,1,3,0,4,0,43,0,39,39,1
9,0,12903,8,11,1,12,0,4,1,0,0,39,39,0
49,1,21114,9,5,1,1,0,4,0,0,0,14,39,1
11,2,9008,15,15,0,3,0,4,0,38,0,49,39,0
39,4,9691,15,13,0,10,1,4,0,0,0,22,39,0
58,4,3925,15,12,0,12,3,4,0,0,0,39,39,0
44,0,13202,11,8,0,1,3,4,1,0,0,45,39,0
17,4,17065,15,9,0,13,3,4,0,0,0,49,39,0
39,2,15909,8,7,1,7,0,4,0,0,0,39,39,0
32,4,4575,11,8,1,5,0,4,1,0,0,23,39,1
6,4,15029,9,12,0,3,1,4,0,0,0,39,39,0
30,4,11726,8,10,0,12,0,4,0,0,0,39,39,1
66,7,1522,11,8,1,3,0,4,1,0,0,4,39,0
22,4,9903,0,13,0,3,4,4,0,0,0,29,39,1
50,6,18219,10,12,0,0,1,4,0,0,0,39,39,0
8,4,19333,11,1,1,1,3,4,0,0,0,39,39,0
30,5,19284,15,9,0,7,3,4,0,40,0,39,39,0
37,4,15236,9,9,0,12,3,2,0,102,0,39,39,1
42,4,3835,9,12,1,9,0,4,0,0,0,49,39,0
48,6,18572,11,8,1,4,0,4,0,0,0,54,39,1
33,0,2844,3,8,0,12,3,4,0,0,0,39,39,0
7,4,1443,11,8,1,7,0,4,1,0,0,59,39,1
0,4,16087,11,8,0,1,1,4,0,0,0,8,1,0
65,4,5020,9,12,1,6,0,4,0,0,0,81,39,0
29,4,14645,15,9,1,8,0,4,0,0,0,44,39,0
16,4,4739,9,15,0,3,1,2,0,7,0,39,39,0
22,6,17174,11,8,0,3,1,4,1,0,0,39,39,0
3,4,11242,9,12,1,5,0,4,1,0,0,19,39,1
38,4,7421,9,12,0,10,3,4,0,0,0,90,28,0
37,4,4725,15,9,0,12,2,4,0,0,0,47,39,0
72,4,5999,8,10,0,0,3,4,1,0,0,86,39,0
14,4,87,15,9,0,0,3,4,0,0,0,45,39,0
0,5,10987,11,8,0,4,3,4,0,0,0,39,39,0
38,4,4013,9,12,1,11,0,4,0,0,0,49,39,0
1,4,17687,15,9,0,10,4,4,1,92,0,39,39,0
63,4,124,15,9,1,7,0,4,0,0,0,39,39,1
27,6,4729,15,9,0,10,3,4,1,0,0,9,39,1
8,4,10107,8,3,1,0,0,0,0,0,0,29,15,0
18,4,19249,12,13,1,10,0,4,1,0,41,39,39,0
30,4,18234,11,8,0,1,1,2,0,0,0,60,39,0
50,4,5196,11,8,0,10,1,4,1,0,0,39,39,1
22,4,10554,15,9,1,3,0,4,1,0,31,39,39,0
7,4,3303,9,12,1,8,0,1,0,44,0,39,39,0
5,1,9981,15,9,0,11,1,3,0,0,0,80,39,0
33,4,2572,11,0,1,4,0,2,0,0,57,49,39,1
66,0,2881,11,8,1,1,0,4,0,0,0,18,39,0
11,8,11673,11,12,0,4,5,4,0,0,0,39,39,0
10,4,13452,15,9,1,14,5,4,0,59,0,39,39,1
25,4,2738,8,5,1,3,5,4,1,0,79,19,39,0
27,4,11978,11,8,1,4,0,4,0,0,0,49,39,1
6,0,8327,11,8,0,12,1,4,1,0,0,66,39,0
58,4,2984,11,8,0,14,3,4,0,0,0,19,39,1
32,4,8647,11,8,0,3,4,4,0,0,0,49,39,0
13,4,17897,11,8,1,11,5,4,0,0,0,31,39,0
72,4,1168,15,9,0,11,1,4,0,0,0,39,39,0
24,4,11979,5,8,0,8,1,4,0,0,0,39,39,0
33,8,2841,15,9,0,4,1,4,1,0,0,78,39,1
8,4,4453,9,12,1,1,5,4,1,0,0,54,39,1
5,4,2376,15,9,0,5,3,4,0,0,0,48,39,0
72,4,11336,15,9,1,10,0,4,1,0,0,59,39,0
45,4,13722,8,12,0,7,5,4,0,0,0,44,39,0
28,4,1130,15,9,1,10,0,4,1,0,0,55,39,0
62,4,8377,13,7,0,8,1,4,0,0,17,39,39,0
55,4,14956,15,15,0,6,2,4,0,25,0,39,39,0
25,4,10012,4,9,0,4,1,4,0,0,0,49,39,0
18,6,20757,7,11,1,11,0,4,0,0,0,34,39,0
4,6,15464,14,10,0,4,3,4,0,0,0,19,39,1
17,4,2715,11,8,1,12,0,4,0,0,0,49,39,0
22,6,17610,11,8,1,7,5,4,0,0,0,39,39,0
20,4,4347,15,9,1,4,0,4,1,0,0,39,39,1
42,4,8131,11,8,1,7,0,1,1,0,0,39,39,1
24,4,7283,11,8,1,0,0,4,0,0,0,39,39,0
27,4,122,15,9,1,1,0,4,0,0,0,59,39,1
54,4,8040,11,8,0,12,1,4,0,0,0,29,39,1
36,7,8376,4,10,1,4,0,2,0,0,0,19,39,0
20,1,8260,15,9,1,3,0,4,0,0,0,71,39,0
28,4,1366,11,8,0,4,1,4,0,0,0,34,39,0
35,4,2108,15,9,0,10,4,4,0,10,0,29,39,1
21,4,6105,9,12,1,12,0,4,0,0,0,49,39,0
58,4,16124,1,0,1,3,0,4,0,0,0,39,39,1
8,4,10336,9,12,0,12,1,4,0,0,0,49,39,0
2,4,4200,11,8,1,12,0,4,0,0,0,39,14,0
5,4,16134,15,9,0,8,3,4,0,0,0,34,39,0
24,5,14096,4,7,1,3,0,4,0,0,0,39,39,1
52,2,870,12,14,1,0,0,4,0,74,0,39,39,1
21,4,2948,9,10,0,5,1,2,0,0,0,39,39,0
4,0,2846,11,8,0,1,1,4,0,0,0,39,2,0
10,4,18850,15,9,0,3,3,4,0,0,0,83,39,0
8,0,8659,12,12,1,0,0,3,0,0,0,39,39,0
26,4,2806,9,12,0,13,1,4,1,0,0,71,39,0
32,4,13063,11,10,0,3,4,4,0,0,0,0,39,0
0,4,8539,11,8,0,3,3,4,0,63,0,19,39,0
7,4,11020,11,12,1,5,0,4,1,0,0,39,38,0
28,6,7698,12,13,0,3,3,4,0,0,0,19,39,0
34,0,20300,12,11,0,12,3,4,0,0,0,85,39,0
41,2,16924,11,8,1,6,0,2,0,0,0,76,39,0
17,4,8628,9,12,1,8,0,2,0,0,0,58,39,0
62,0,1348,14,7,0,7,3,4,0,37,0,44,39,0
12,4,4436,11,8,1,13,0,2,1,0,0,29,39,0
27,4,4509,9,12,1,12,0,4,0,0,0,45,39,1
9,4,13797,11,8,1,4,0,4,1,57,0,39,39,1
23,4,19656,9,12,1,3,0,4,1,0,0,33,39,0
6,4,13231,15,9,1,9,0,4,0,0,0,20,39,0
23,4,7065,10,15,1,1,0,2,0,0,0,39,39,0
52,4,3327,15,9,1,8,0,4,0,0,0,44,39,0
69,4,6546,15,9,1,13,0,4,0,0,18,75,39,0
41,4,19676,15,9,0,10,1,4,1,32,0,28,39,0
21,4,16038,11,8,1,1,0,4,0,0,0,59,39,0
14,5,17651,9,12,1,1,0,4,0,0,0,39,39,0
40,4,16945,11,8,1,10,3,4,0,0,0,39,39,0
6,4,2028,15,9,1,12,0,4,1,0,0,39,39,0
16,4,17672,15,9,1,12,0,4,0,0,0,2,39,0
17,4,16657,15,9,1,7,0,4,0,0,0,39,39,0
60,3,8821,15,9,0,14,1,2,0,0,0,64,25,0
63,4,19560,0,4,1,10,1,4,0,0,0,39,39,0
48,4,10102,11,8,1,3,0,4,1,0,0,53,39,0
25,0,21356,15,9,0,3,1,4,1,0,0,59,39,1
9,4,13490,8,13,1,8,3,4,0,0,0,24,39,0
24,4,1640,11,8,0,10,3,4,1,0,0,31,39,1
13,4,15224,11,8,1,0,0,4,1,0,0,34,39,0
54,4,3473,15,9,0,4,1,4,0,0,0,39,0,0
25,4,1432,11,8,1,1,0,2,0,0,0,39,39,0
31,4,2942,11,8,0,0,1,4,0,0,0,19,39,0
38,2,20711,5,12,1,12,0,4,0,71,0,23,39,0
50,4,15757,5,15,1,1,0,4,1,0,0,34,39,0
29,4,17059,11,8,1,7,5,4,1,0,0,1,39,1
9,4,1312,11,8,0,6,1,4,0,0,0,30,39,0
72,6,15846,11,8,1,4,0,2,1,0,0,39,39,0
25,7,12265,15,9,1,12,0,4,0,0,0,18,28,0
29,4,6829,11,8,0,12,1,4,1,0,0,28,39,1
18,4,13813,9,12,0,14,1,4,0,0,0,28,39,0
17,4,12953,15,9,1,5,5,4,1,0,0,39,39,0
3,4,7716,15,9,0,12,2,4,0,0,0,39,39,0
38,4,15676,8,10,1,6,0,4,1,0,0,39,39,0
40,0,12656,15,9,1,0,0,2,1,0,0,29,39,0
5,4,10816,12,13,1,10,0,4,0,0,0,39,4,0
52,2,11997,11,11,0,12,1,4,1,0,33,89,39,1
22,4,813,11,8,0,1,1,4,1,0,0,39,38,0
21,4,10412,11,8,1,1,0,4,0,40,0,39,39,0
15,4,15194,15,9,1,7,0,2,0,107,0,44,39,1
21,4,12993,9,12,1,12,0,4,0,0,0,39,39,0
62,4,14531,11,8,0,7,1,2,1,0,0,29,39,0
40,1,21033,11,8,1,1,5,4,1,0,0,47,39,1
18,6,19579,15,12,1,10,0,4,0,0,0,39,39,1
65,4,9516,9,9,1,3,0,4,0,0,0,48,39,0
39,4,16230,11,8,1,13,0,4,0,0,0,49,39,0
24,2,1354,6,9,1,3,0,4,0,0,0,39,39,0
71,4,11633,15,9,0,11,4,4,1,0,0,39,39,0
27,4,10182,12,7,1,4,0,4,0,0,0,39,39,1
19,2,15645,11,8,0,6,3,4,1,2,0,34,39,0
25,4,7190,11,11,1,3,0,4,0,0,0,39,39,0
19,2,10556,9,12,1,1,0,4,0,0,0,39,39,0
25,0,11255,11,8,0,8,1,4,0,0,0,21,39,0
22,4,8533,11,8,0,8,4,4,0,0,0,29,39,0
43,4,4198,11,8,1,14,0,2,1,0,0,39,39,0
8,4,6736,11,8,1,5,0,4,0,60,0,72,39,1
9,4,7326,11,8,0,4,1,4,0,0,0,39,28,0
13,4,3464,11,8,1,0,0,4,0,0,0,49,39,0
20,4,14356,9,12,0,1,1,4,0,0,0,34,39,0
26,4,13281,5,2,0,4,3,4,0,0,0,39,28,0
34,1,8105,11,8,1,10,0,4,0,0,0,44,39,0
37,6,19866,11,8,0,1,1,4,1,0,0,39,39,1
60,4,3742,15,9,1,4,0,4,1,0,0,39,39,0
34,4,8950,0,5,1,4,0,0,1,0,0,39,39,0
25,4,13593,15,9,1,8,0,4,1,0,0,90,35,1
41,2,3742,12,9,0,3,1,4,0,0,0,39,39,1
15,6,17062,11,8,0,7,3,4,0,0,0,41,39,1
61,4,13929,12,13,0,3,1,4,0,0,0,39,39,0
71,4,14611,3,11,0,10,1,4,0,0,0,49,39,0
64,4,19991,5,9,1,0,0,4,0,0,0,39,27,1
26,1,6290,12,8,0,12,3,4,0,9,0,39,39,0
48,4,895,11,8,0,1,1,4,0,0,0,16,39,0
54,0,21008,9,12,0,6,1,4,1,0,0,39,39,0
19,4,16400,11,8,0,1,0,4,1,0,0,39,12,0
4,4,13555,9,12,0,10,1,2,1,0,66,49,39,1
69,7,3837,11,8,1,10,0,2,0,0,0,15,39,1
45,3,18187,11,12,0,2,1,4,1,0,0,39,39,1
40,4,860,9,0,0,7,1,4,0,0,0,39,39,0
14,4,4690,10,14,0,12,3,2,0,0,0,39,39,1
2,4,16865,9,12,0,10,4,4,0,0,0,71,39,1
38,4,14650,11,8,1,8,0,4,1,0,0,19,20,1
37,4,18992,15,9,1,10,0,4,0,0,0,49,39,0
31,4,4663,15,9,0,1,1,4,0,0,0,80,39,0
8,3,2336,11,8,1,10,0,4,0,0,0,41,39,1
43,4,20044,11,15,0,14,3,4,1,73,0,39,39,0
52,4,21517,7,8,0,4,3,4,1,0,0,39,21,0
29,7,11835,15,9,1,10,0,4,1,86,0,57,17,1
23,4,12673,15,9,0,1,3,4,0,0,7,15,39,0
44,0,5622,11,8,1,2,0,4,0,0,0,73,39,0
17,4,4348,8,10,1,8,0,4,0,0,0,39,39,0
24,4,20907,11,8,0,7,5,2,1,0,0,23,39,1
21,4,7521,15,9,1,1,0,4,1,0,0,60,39,0
60,4,18780,11,8,1,14,0,4,0,0,0,39,39,0
41,6,8039,11,8,0,8,1,4,1,0,0,47,39,0
47,4,20957,10,3,0,1,1,2,0,0,0,39,39,0
0,6,18511,11,8,0,10,3,4,0,0,0,56,39,0
11,4,17560,7,11,0,1,1,4,0,0,0,34,39,0
0,4,6428,11,8,1,1,0,4,0,0,0,36,39,1
37,4,14606,4,11,0,12,3,4,0,0,0,32,39,1
54,6,12640,11,2,1,7,5,4,0,0,17,39,39,0
15,4,16773,11,8,1,9,0,4,0,0,67,39,39,0
8,4,8853,11,8,0,1,1,4,0,0,0,39,39,0
23,4,17574,15,1,0,0,1,2,0,79,0,54,36,0
32,4,18292,9,12,0,3,1,4,0,0,0,24,39,0
71,0,10925,7,14,0,7,1,4,1,0,0,49,19,0
5,1,9509,11,8,0,14,1,4,1,0,0,39,39,0
36,4,2453,11,8,0,4,3,4,0,0,0,41,39,0
19,4,16852,9,6,1,4,0,4,0,0,0,39,39,0
38,4,16184,8,6,0,3,1,4,0,0,0,45,39,0
67,4,3355,9,12,0,5,4,4,1,0,0,9,39,0
2,4,12601,15,9,1,8,0,4,0,0,0,56,39,1
54,0,20001,11,8,1,10,5,4,0,0,0,39,39,0
47,4,6732,11,8,1,4,0,4,1,0,0,40,39,0
46,4,11721,15,9,1,9,0,4,0,0,0,90,39,0
34,4,6753,11,8,0,1,1,4,0,0,0,59,39,0
66,4,19190,11,8,0,14,1,4,1,0,0,22,12,0
29,4,5814,11,8,0,10,1,2,0,0,0,49,39,0
67,4,2281,11,8,0,14,1,4,0,0,0,31,39,0
63,4,14848,12,13,0,1,1,4,0,103,73,39,39,0
70,4,3243,15,9,0,1,1,2,0,0,0,80,39,0
26,4,7698,11,13,0,8,1,4,1,0,0,39,39,0
14,6,16138,9,12,1,4,0,4,0,0,0,44,39,1
59,4,4624,15,9,0,1,1,4,0,0,0,19,5,0
28,4,2701,11,8,0,6,3,4,1,0,0,55,39,0
20,4,10541,11,8,1,3,0,2,0,0,0,39,39,0
7,4,6916,0,11,1,1,0,4,0,0,0,49,39,0
33,4,18563,11,8,0,9,1,4,0,0,0,39,39,0
36,4,1169,15,8,0,1,1,4,0,0,0,39,8,0
4,4,18637,11,8,1,1,0,4,0,0,0,39,39,0
67,2,16024,15,9,0,3,1,4,1,0,0,22,39,0
27,6,3110,11,8,1,4,0,2,1,0,0,39,39,0
5,4,8534,2,8,1,10,0,4,0,0,0,39,39,1
14,4,5893,11,8,1,12,3,4,1,0,0,76,39,1
71,4,5978,8,10,1,12,0,4,0,0,0,67,39,1
38,4,6677,11,8,1,3,0,4,0,0,0,66,39,0
35,5,14743,11,8,0,1,0,4,0,0,0,39,39,0
37,4,6143,8,12,0,4,1,4,0,0,0,39,39,1
38,4,14696,11,8,1,8,0,2,0,0,0,34,39,0
13,4,11922,11,8,0,6,1,4,1,0,0,29,39,0
58,1,3288,11,8,1,8,0,1,1,0,0,49,6,0
39,4,290,11,8,1,1,0,4,0,0,0,39,11,0
20,4,315,9,12,1,3,5,4,1,0,0,54,39,0
19,4,13316,11,8,0,10,3,4,0,0,0,66,39,0
6,2,423,11,8,1,11,0,4,0,0,61,18,39,0
16,4,16243,12,13,0,14,3,4,1,51,0,49,33,1
66,6,9748,11,8,1,2,0,4,1,0,0,39,39,0
7,4,5121,11,8,1,1,0,4,0,0,0,44,39,1
29,4,13677,15,2,0,11,4,4,0,0,0,39,27,1
66,4,11992,8,9,0,11,3,2,1,0,0,19,39,1
24,4,17558,11,8,1,3,0,4,0,0,0,54,39,0
44,4,4420,11,8,0,14,3,4,0,0,0,46,24,0
30,4,7317,5,4,0,7,1,4,0,0,0,39,38,0
25,4,9070,12,13,0,0,4,1,0,0,0,87,39,1
56,4,10127,11,8,0,10,3,4,0,0,0,39,39,0
23,4,9008,9,12,0,10,3,0,1,0,0,39,39,0
28,6,19041,11,8,0,3,3,4,0,0,0,39,39,0
37,4,18805,11,8,0,12,1,4,1,0,0,43,39,0
7,4,11861,8,6,1,10,0,4,1,0,0,33,39,0
18,7,824,11,8,1,10,0,4,1,6,0,39,39,0
24,4,3016,11,9,1,12,0,4,0,0,0,14,39,0
22,4,16510,8,3,0,4,1,4,0,14,0,39,39,1
21,4,10084,9,12,0,12,1,4,1,0,0,29,39,0
36,4,21395,9,12,0,12,1,4,1,0,0,49,39,0
32,4,4008,11,8,0,1,1,4,0,0,0,39,39,0
7,4,19748,14,8,0,4,4,4,0,0,0,49,39,1
26,4,3930,12,13,0,8,1,4,0,0,0,39,39,1
15,0,18311,15,9,1,6,0,4,0,0,0,39,39,0
36,4,9836,9,12,0,8,3,4,0,0,0,39,39,0
62,4,8865,11,10,0,0,3,0,0,0,0,51,39,0
24,4,8963,15,9,0,0,1,2,1,0,0,39,39,0
17,4,7160,11,8,1,14,0,4,1,0,0,39,39,0
42,2,14648,11,8,1,14,0,4,0,0,0,49,39,1
10,6,12123,11,4,1,0,0,4,0,0,0,39,39,0
12,4,7225,15,9,1,1,0,4,1,0,0,39,39,1
45,4,6435,11,8,1,10,0,4,0,0,0,39,39,0
18,4,16842,11,8,1,12,0,4,0,0,0,58,39,0
63,4,3993,11,8,0,10,5,2,0,0,0,39,39,0
11,7,12378,6,10,0,4,4,4,0,0,0,44,39,0
15,4,12367,2,7,0,10,5,4,0,41,0,49,39,0
38,4,19577,4,5,0,10,1,4,0,0,0,39,39,0
26,4,5089,12,13,1,3,0,4,1,0,0,39,39,1
15,4,1921,12,9,1,1,0,4,0,0,0,49,39,1
39,4,12712,15,9,1,12,0,4,0,0,0,49,37,0
11,4,18175,11,8,0,6,3,4,1,21,0,39,39,0
38,4,184,11,8,0,8,3,4,0,0,0,39,39,0
34,1,690,11,8,0,1,3,4,1,0,0,19,39,0
35,4,13575,7,11,0,8,1,4,0,56,0,39,39,0
49,4,16525,0,9,1,2,0,4,0,0,0,59,39,0
49,6,1054,11,9,1,8,0,4,1,0,0,59,39,0
48,4,6357,11,8,0,4,4,2,0,0,0,32,39,1
27,4,14324,9,12,1,12,0,2,0,0,0,59,39,1
30,5,12214,15,9,0,6,4,4,0,55,0,17,39,0
45,4,14959,15,9,0,10,1,4,0,0,71,39,39,0
27,4,6471,12,15,0,4,4,4,0,0,0,10,39,0
14,4,168,11,8,0,1,1,3,0,0,0,39,39,0
27,4,10738,11,8,0,5,3,4,0,0,0,39,39,0
2,6,21062,0,5,1,12,5,4,1,0,0,44,39,0
24,4,8910,5,12,1,0,0,4,1,0,0,39,39,1
0,4,2460,14,14,0,6,1,4,0,0,0,39,39,0
53,0,11060,11,8,1,8,0,4,0,0,0,39,39,0
10,4,4400,9,1,0,1,1,4,1,13,0,39,39,1
6,4,8667,15,9,1,14,0,4,1,0,0,39,39,0
37,4,538,9,12,1,12,0,4,1,0,0,8,39,0
38,5,1283,15,9,0,1,3,4,0,0,0,49,14,0
17,4,690,11,13,0,14,1,4,0,0,0,75,39,1
11,7,8636,11,8,0,1,1,4,0,0,0,39,39,0
5,6,8530,11,8,1,1,0,2,0,0,0,39,39,0
16,2,687,15,9,1,6,5,4,0,0,0,52,39,1
68,4,2805,11,8,1,0,0,4,0,0,0,13,39,0
28,1,2711,9,12,0,12,1,3,1,59,0,3,39,0
36,4,17535,7,11,0,12,1,4,1,0,0,32,39,0
5,4,8613,11,8,0,4,1,4,0,0,0,39,39,0
31,4,8864,1,8,0,9,1,4,1,0,0,39,39,1
24,2,7565,11,8,0,10,3,4,0,0,0,59,39,0
23,4,6954,4,8,0,10,3,4,0,0,0,44,39,0
21,6,17108,11,8,0,4,5,4,1,0,0,39,39,0
1,4,12634,6,9,1,14,1,4,0,0,0,39,39,1
30,4,15831,9,12,0,12,1,4,0,0,0,15,38,0
21,2,3195,11,8,1,7,0,4,0,0,0,68,35,0
62,4,10402,11,8,1,8,0,4,1,0,0,39,39,0
8,4,9272,11,8,0,7,3,4,0,0,0,39,39,0
71,7,20176,8,10,0,8,1,4,1,0,0,63,39,0
62,4,9226,11,8,0,0,3,4,0,0,0,39,39,0
17,1,20942,9,12,0,8,1,4,1,0,0,39,39,0
43,4,5455,15,9,1,1,0,4,0,0,0,39,39,1
56,4,19572,11,8,0,1,4,4,1,0,50,2,39,0
65,4,20454,12,13,1,1,0,4,0,0,0,39,39,0
21,5,1223,9,12,1,6,0,1,1,0,0,26,39,1
4,4,14179,11,8,0,0,1,2,0,0,0,44,39,0
20,4,10233,11,8,0,8,4,4,0,0,0,70,39,1
22,4,21020,9,11,0,3,1,2,1,0,0,71,39,0
6,7,15222,11,15,1,9,2,4,1,0,0,33,39,0
35,4,8501,11,8,0,10,1,1,1,0,0,34,39,0
30,6,16767,15,9,0,13,4,4,0,101,0,23,40,0
22,4,12833,9,12,1,1,0,4,0,0,27,39,39,0
58,2,7247,15,9,0,5,5,4,0,0,0,39,39,0
49,4,8103,15,9,0,4,1,2,0,0,0,24,7,0
41,0,6574,15,9,0,13,3,4,0,0,0,39,39,1
19,7,7968,15,3,1,7,0,4,1,0,0,49,39,0
2,4,15493,11,8,1,14,5,4,1,0,0,39,39,0
35,4,21428,9,12,0,8,1,2,0,38,0,39,39,0
59,1,12680,9,12,1,10,0,1,1,107,0,1,39,0
7,7,19241,15,9,0,5,3,0,0,0,0,63,39,0
44,4,12736,11,2,0,4,4,4,1,0,0,39,39,1
10,4,13310,8,10,1,8,0,4,1,0,0,91,39,0
