id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_charge_desc,is_violent_recid,vr_charge_degree,vr_charge_desc,v_decile_score,start,end,event
3037,1,21,2,3,0,5,0,0,1,1.0,0,436,0,10,340,0,9,83,9,0,840,0
3038,0,64,1,2,0,3,0,0,7,536.0,1,144,0,10,340,0,9,83,1,0,123,0
3039,1,35,0,2,0,1,0,0,1,1.0,0,318,1,7,340,0,9,83,1,48,615,1
3040,1,56,1,0,0,1,0,0,1,22.0,0,436,0,10,340,0,9,83,1,0,877,0
3041,1,38,0,2,0,3,0,0,0,1.0,1,44,1,7,27,1,6,35,1,2,580,1
3042,0,40,0,0,0,1,0,0,4,1.0,1,436,0,10,340,0,9,83,1,0,1119,0
3043,1,34,0,0,0,7,0,0,3,105.0,0,436,0,10,340,0,9,83,6,0,169,0
3046,1,28,0,0,0,4,0,1,4,1.0,0,194,0,10,340,0,9,83,3,0,47,0
3051,1,51,1,0,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1169,0
3053,1,35,0,0,0,2,0,0,2,1.0,1,44,0,10,340,0,9,83,2,1,928,0
3055,1,61,1,0,0,2,0,0,5,13.0,0,318,0,10,340,0,9,83,1,0,157,0
3056,1,25,0,0,0,3,0,0,0,0.0,0,273,0,10,340,0,9,83,4,1,758,0
3057,1,25,0,0,0,7,0,0,4,1.0,0,176,1,8,89,0,9,83,3,0,145,1
3058,1,26,0,0,0,5,0,0,0,1.0,1,247,1,7,340,0,9,83,4,0,1133,1
3064,1,42,0,2,0,1,0,0,1,1.0,1,44,0,10,340,0,9,83,1,2,789,0
3066,0,25,0,0,0,4,0,0,1,10.0,0,194,0,10,340,0,9,83,4,0,688,0
3067,1,26,0,0,0,10,1,0,13,207.0,1,139,1,8,89,0,9,83,9,0,11,1
3068,1,31,0,0,0,7,0,0,9,1.0,0,278,0,10,340,0,9,83,3,0,823,0
3069,1,35,0,2,0,2,0,1,1,1.0,0,318,0,10,340,0,9,83,1,0,1038,0
3071,0,41,0,0,0,2,0,0,4,247.0,0,436,1,8,179,0,9,83,1,0,132,1
3074,1,34,0,2,0,1,0,0,0,1.0,0,216,0,10,340,0,9,83,1,115,1158,0
3075,1,46,1,2,0,1,0,0,5,93.0,1,436,0,10,340,0,9,83,1,0,104,0
3078,0,33,0,2,0,2,0,0,1,1.0,1,44,0,10,340,0,9,83,2,0,963,0
3081,1,30,0,0,0,2,0,1,3,1.0,0,71,1,8,278,0,9,83,2,0,742,1
3084,0,50,1,0,0,4,0,0,7,1.0,1,44,0,10,340,0,9,83,1,0,841,0
3085,1,21,2,0,0,5,0,0,0,1.0,0,59,0,10,340,0,9,83,7,49,298,0
3086,1,31,0,3,0,10,0,0,16,1.0,0,58,1,3,120,0,9,83,6,483,501,1
3087,1,31,0,0,0,7,0,0,2,1.0,0,252,1,3,194,0,9,83,3,2,41,1
3089,0,23,2,0,0,4,0,0,0,1.0,1,44,0,10,340,0,9,83,4,0,1083,0
3090,1,25,0,0,0,6,0,0,1,0.0,0,58,0,10,340,0,9,83,6,2,792,0
3093,0,24,2,2,0,5,0,0,1,1.0,0,436,0,10,340,0,9,83,4,0,955,0
3094,1,31,0,0,0,10,0,0,13,1.0,1,287,1,8,89,0,9,83,9,0,99,0
3096,1,60,1,0,0,1,0,0,0,1.0,0,194,1,7,180,0,9,83,1,1,812,1
3101,1,30,0,0,0,2,0,0,2,1.0,0,436,0,10,340,0,9,83,3,0,705,0
3104,0,32,0,5,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1067,0
3107,1,46,1,2,0,1,0,0,0,1.0,1,140,0,10,340,0,9,83,1,0,735,0
3110,1,21,2,2,0,4,0,1,0,1.0,1,44,1,7,27,1,6,35,5,0,380,1
3111,1,28,0,0,4,9,0,0,6,497.0,1,136,0,10,340,0,9,83,9,0,1096,0
3112,1,35,0,0,0,8,0,0,0,1.0,0,250,1,8,89,0,9,83,2,0,955,1
3113,1,34,0,3,0,3,0,0,2,1.0,0,422,1,3,327,0,9,83,2,9,325,1
3114,1,41,0,1,0,8,0,0,2,1.0,0,177,1,3,137,0,9,83,2,161,282,1
3115,0,40,0,0,0,4,0,0,7,33.0,1,331,0,10,340,0,9,83,1,0,104,0
3116,1,23,2,0,0,10,0,0,1,1.0,0,194,1,3,137,0,9,83,10,15,77,1
3117,1,23,2,0,0,6,0,0,3,1.0,0,194,1,7,302,0,9,83,5,1,213,1
3118,1,28,0,0,0,4,0,0,2,0.0,1,342,1,3,247,0,9,83,3,3,618,0
3120,1,21,2,3,0,4,0,0,0,1.0,0,300,1,7,205,0,9,83,6,0,15,1
3122,1,46,1,2,0,4,0,1,2,1.0,1,287,1,0,86,0,9,83,1,2,753,1
3129,1,56,1,0,0,2,0,0,1,1.0,0,436,0,10,340,0,9,83,1,0,884,0
3130,1,41,0,0,0,6,0,0,19,71.0,0,141,1,1,215,0,9,83,3,0,864,1
3131,1,40,0,3,0,5,0,0,8,1.0,0,318,1,8,173,0,9,83,2,0,138,0
3132,1,30,0,3,0,3,0,0,5,1.0,0,436,1,8,89,0,9,83,2,1,275,1
3134,1,24,2,0,0,4,0,0,1,1.0,1,44,1,7,27,1,6,35,6,0,212,1
3135,1,25,0,0,0,8,0,1,7,47.0,0,34,0,10,340,0,9,83,9,0,507,0
3136,0,33,0,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,774,0
3137,1,48,1,2,0,8,0,0,2,1.0,1,436,1,7,27,1,6,35,5,3,183,0
3138,1,33,0,0,0,6,0,0,11,1.0,0,252,1,2,185,0,9,83,2,44,444,1
3139,1,25,0,3,0,7,0,0,0,1.0,0,257,0,10,340,0,9,83,5,0,193,0
3143,1,25,0,2,0,8,0,0,6,189.0,0,165,1,3,111,0,9,83,5,0,70,0
3144,1,58,1,0,0,7,0,0,38,112.0,0,177,1,3,327,0,9,83,2,0,217,1
3145,1,30,0,0,0,5,1,1,7,1.0,0,289,1,8,103,0,9,83,3,0,93,0
3146,1,37,0,3,0,3,0,0,0,1.0,0,382,1,2,288,1,6,35,2,2,481,1
3152,0,43,0,2,0,8,0,0,7,21.0,0,5,0,10,340,0,9,83,4,0,842,0
3153,1,32,0,2,0,3,0,0,0,1.0,0,141,0,10,340,0,9,83,2,1,53,0
3154,1,33,0,5,0,7,0,0,3,1.0,0,436,0,10,340,0,9,83,2,0,51,0
3155,1,39,0,5,0,2,1,0,4,31.0,0,268,1,8,306,0,9,83,1,0,112,1
3156,1,49,1,2,0,1,0,0,4,16.0,0,17,0,10,340,0,9,83,2,0,910,0
3157,1,24,2,2,0,4,0,0,0,1.0,0,350,0,10,340,0,9,83,5,18,1172,0
3158,1,26,0,0,0,9,0,0,1,1.0,0,188,0,10,340,0,9,83,8,0,224,0
3159,1,42,0,2,0,2,0,0,0,1.0,0,9,0,10,340,0,9,83,1,1,830,0
3160,1,22,2,0,0,6,0,0,1,1.0,0,65,1,7,205,0,9,83,6,5,6,1
3161,1,36,0,3,0,1,0,0,0,0.0,0,194,0,10,340,0,9,83,1,0,1158,0
3162,1,29,0,2,0,7,0,1,7,1.0,1,44,1,8,307,1,6,28,6,27,142,1
3163,1,39,0,2,0,3,0,0,0,0.0,1,44,0,10,340,0,9,83,3,18,935,0
3164,1,27,0,0,0,6,2,1,13,0.0,0,436,1,8,238,0,9,83,3,14,22,1
3165,1,38,0,2,0,5,0,0,2,1.0,0,318,1,8,89,0,9,83,3,7,143,0
3166,1,20,2,2,0,2,0,0,0,0.0,0,58,1,3,34,0,9,83,5,0,1,1
3168,1,25,0,0,2,10,0,0,4,1.0,0,436,1,7,205,0,9,83,7,85,132,0
3169,1,53,1,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,851,0
3170,0,27,0,0,0,8,0,0,0,1.0,1,44,1,8,173,0,9,83,4,6,85,1
3174,1,21,2,5,0,5,0,0,0,1.0,0,64,1,8,306,1,0,69,8,5,96,1
3175,1,50,1,2,0,1,0,0,1,1.0,1,428,1,7,332,0,9,83,1,4,223,1
3176,1,41,0,0,0,5,0,0,4,1.0,0,74,0,10,340,0,9,83,2,0,895,0
3177,1,34,0,0,0,2,0,0,4,219.0,0,21,1,8,103,1,1,73,1,0,293,1
3178,1,22,2,2,0,8,0,2,5,2.0,0,300,1,3,221,1,2,39,6,3,6,1
3181,1,22,2,2,0,7,0,2,0,1.0,0,188,1,7,27,1,6,35,6,2,92,0
3182,1,25,0,0,0,5,0,0,2,1.0,0,250,0,10,340,0,9,83,3,26,1184,0
3183,1,42,0,0,0,4,0,0,1,1.0,0,176,1,8,103,0,9,83,3,0,255,1
3186,0,27,0,2,0,3,0,0,2,34.0,0,309,0,10,340,0,9,83,3,0,253,0
3188,1,51,1,5,0,1,0,0,2,1.0,0,436,0,10,340,0,9,83,1,0,1136,0
3189,1,33,0,0,0,9,0,0,23,1.0,0,436,1,7,243,0,9,83,8,0,525,1
3190,1,24,2,0,0,3,0,1,0,1.0,0,317,0,10,340,0,9,83,5,0,1175,0
3191,1,37,0,0,0,4,0,0,4,0.0,0,436,0,10,340,0,9,83,2,93,948,0
3192,1,37,0,2,0,1,0,0,0,3.0,1,287,0,10,340,0,9,83,1,0,1068,0
3197,0,27,0,5,0,2,0,0,0,1.0,1,44,0,10,340,0,9,83,2,0,1165,0
3198,1,21,2,5,0,6,0,0,0,1.0,0,347,0,10,340,0,9,83,6,4,97,0
3200,1,35,0,0,0,1,0,0,1,0.0,0,21,1,2,11,1,1,17,1,1,67,1
3203,0,24,2,2,0,8,0,0,0,1.0,0,318,0,10,340,0,9,83,5,36,110,0
3204,1,21,2,5,1,7,0,0,1,113.0,0,436,0,10,340,0,9,83,8,0,1120,0
3205,1,49,1,2,0,1,0,0,2,1.0,1,106,0,10,340,0,9,83,1,0,215,0
3206,1,38,0,0,0,6,0,0,9,4.0,0,436,0,10,340,0,9,83,8,0,232,0
3207,1,61,1,5,0,1,0,0,0,1.0,1,105,0,10,340,0,9,83,1,0,996,0
3208,0,30,0,0,0,2,0,0,0,0.0,1,44,0,10,340,0,9,83,2,0,810,0
3209,1,22,2,0,0,6,0,0,3,1.0,0,51,1,7,27,1,2,13,5,127,881,1
3212,1,25,0,0,0,7,0,0,0,1.0,0,258,1,8,173,0,9,83,3,1,158,1
3214,0,30,0,3,0,3,0,0,3,1.0,1,44,1,3,137,0,9,83,2,0,244,1
3215,1,52,1,2,0,1,0,0,0,1.0,1,140,0,10,340,0,9,83,1,0,867,0
3217,1,26,0,2,0,2,0,0,0,1.0,0,21,0,10,340,0,9,83,3,0,739,0
3218,1,26,0,5,0,4,0,0,0,1.0,1,44,0,10,340,0,9,83,2,0,748,0
3222,1,29,0,0,0,7,1,0,6,55.0,0,168,0,10,340,0,9,83,5,0,301,0
3223,1,45,1,2,0,9,0,0,9,1.0,0,177,1,3,120,0,9,83,4,54,277,0
3225,1,20,2,0,0,9,0,0,0,1.0,0,436,1,3,220,0,9,83,7,0,66,1
3226,1,29,0,0,0,8,0,0,4,2.0,0,436,1,3,117,1,2,55,9,79,657,0
3227,1,43,0,2,0,6,0,0,1,1.0,0,436,1,3,221,0,9,83,4,68,118,1
3229,1,26,0,2,0,5,0,0,2,1.0,0,100,0,10,340,0,9,83,6,0,1147,0
3230,0,46,1,0,0,4,0,0,4,0.0,0,436,0,10,340,0,9,83,3,0,815,0
3232,0,46,1,0,0,1,0,0,0,1.0,0,176,0,10,340,0,9,83,1,0,741,0
3234,1,39,0,2,0,1,0,0,8,56.0,0,15,0,10,340,0,9,83,3,0,1107,0
3236,1,29,0,0,0,10,0,0,12,1.0,0,318,1,8,83,1,1,77,7,5,38,0
3237,1,41,0,2,0,1,0,0,0,1.0,1,106,0,10,340,0,9,83,1,0,850,0
3238,1,29,0,0,0,10,0,1,11,1.0,0,436,1,3,218,0,9,83,7,0,705,1
3240,0,25,0,0,0,7,0,0,5,1.0,0,254,0,10,340,0,9,83,3,0,35,0
3242,1,23,2,0,1,7,0,0,2,1.0,0,125,0,10,340,0,9,83,5,17,753,0
3243,0,46,1,0,0,8,0,0,1,245.0,0,436,1,2,185,0,9,83,3,0,30,1
3246,1,30,0,2,0,3,0,0,0,1.0,1,106,0,10,340,0,9,83,2,0,863,0
3247,1,34,0,2,0,6,0,0,1,1.0,0,436,0,10,340,0,9,83,4,2,1071,0
3248,1,70,1,2,0,1,0,0,11,13.0,0,318,1,8,172,0,9,83,1,0,645,1
3250,1,52,1,2,0,1,0,0,2,1.0,0,436,0,10,340,0,9,83,1,1,843,0
3255,1,51,1,0,0,2,0,0,4,26.0,1,379,1,8,315,0,9,83,2,0,779,1
3259,0,45,1,4,0,10,0,0,15,1.0,0,141,1,8,66,0,9,83,9,0,6,0
3260,1,55,1,0,0,6,0,0,21,1.0,0,172,1,7,335,0,9,83,5,85,101,1
3261,0,49,1,2,0,1,0,0,1,1.0,0,436,0,10,340,0,9,83,1,0,934,0
3262,0,26,0,0,0,6,0,0,9,13.0,1,139,1,7,27,1,6,35,4,0,404,1
3265,0,47,1,2,0,1,0,0,0,0.0,0,50,0,10,340,0,9,83,1,0,1069,0
3267,1,27,0,0,0,2,0,0,0,0.0,1,44,0,10,340,0,9,83,3,1,972,0
3268,1,25,0,2,0,7,2,0,5,3.0,1,105,1,8,337,0,9,83,4,0,634,0
3270,1,21,2,0,0,10,1,0,1,0.0,0,436,1,7,180,0,9,83,9,59,59,1
3272,1,37,0,0,0,10,0,1,26,1.0,0,141,1,3,91,0,9,83,8,1,104,1
3273,1,21,2,0,0,9,0,0,1,1.0,0,318,1,3,194,0,9,83,9,48,195,1
3274,1,21,2,0,0,6,0,0,0,2.0,0,64,0,10,340,0,9,83,6,0,1016,0
3278,1,25,0,0,0,10,0,0,4,1.0,0,318,1,8,173,0,9,83,9,0,426,0
3280,0,27,0,0,0,5,0,0,3,1.0,0,232,1,8,89,0,9,83,3,0,33,1
3281,1,30,0,2,0,4,0,0,3,1.0,0,91,1,8,278,1,2,54,4,11,148,1
3283,1,70,1,2,0,1,0,0,0,1.0,1,106,0,10,340,0,9,83,1,0,782,0
3284,1,37,0,2,0,9,0,0,11,1.0,0,123,1,7,243,0,9,83,4,0,61,1
3285,1,46,1,0,0,5,0,0,5,0.0,0,6,1,7,205,0,9,83,7,2,348,1
3286,1,40,0,5,0,1,0,0,4,1.0,1,44,1,7,332,0,9,83,1,1,328,1
3287,1,20,2,0,1,8,0,0,1,123.0,0,194,1,2,37,0,9,83,8,0,408,1
3288,1,43,0,0,0,4,0,0,18,1.0,0,436,1,8,278,0,9,83,3,8,191,1
3289,1,38,0,0,0,6,0,0,15,1.0,0,17,0,10,340,0,9,83,5,55,594,0
3290,1,29,0,0,0,4,0,0,0,1.0,0,90,0,10,340,0,9,83,2,0,1115,0
3291,1,37,0,0,0,2,0,0,8,0.0,1,245,1,3,91,0,9,83,3,1,77,1
3292,1,38,0,3,0,4,0,0,3,21.0,0,318,0,10,340,0,9,83,1,0,904,0
3293,0,27,0,2,0,3,0,0,0,4.0,0,317,0,10,340,0,9,83,2,0,991,0
3294,0,20,2,5,0,5,0,0,0,1.0,1,14,1,8,179,0,9,83,7,11,189,1
3295,1,44,0,3,0,1,0,0,0,0.0,1,140,0,10,340,0,9,83,1,0,1176,0
3298,1,31,0,2,0,5,0,0,6,1.0,1,44,0,10,340,0,9,83,5,0,1161,0
3299,1,29,0,0,0,2,0,0,3,1.0,0,436,1,3,137,0,9,83,3,0,340,1
3300,1,48,1,2,0,7,0,0,13,96.0,0,74,1,8,89,0,9,83,7,0,80,1
3301,0,30,0,0,0,2,0,0,0,1.0,1,44,0,10,340,0,9,83,2,0,912,0
3302,0,25,0,2,0,5,0,0,2,25.0,0,436,1,8,89,0,9,83,3,0,185,1
3304,1,40,0,0,0,2,0,0,3,1.0,0,141,0,10,340,0,9,83,1,0,1140,0
3305,0,49,1,2,0,2,0,0,3,226.0,0,341,1,7,340,0,9,83,1,0,1025,1
3306,1,33,0,2,0,3,0,0,1,1.0,1,379,0,10,340,0,9,83,2,1,1118,0
3309,1,26,0,2,0,5,0,0,5,1.0,0,387,1,7,340,0,9,83,4,0,589,1
3310,1,31,0,3,0,3,1,0,1,0.0,1,287,0,10,340,0,9,83,5,1,109,0
3312,1,61,1,2,0,1,0,0,1,1.0,1,106,0,10,340,0,9,83,1,0,1174,0
3314,1,30,0,2,0,4,0,0,2,1.0,0,420,0,10,340,0,9,83,3,0,939,0
3315,1,62,1,2,0,1,0,0,0,1.0,1,30,0,10,340,0,9,83,1,1,909,0
3316,0,27,0,2,0,8,0,0,4,13.0,1,210,1,8,210,0,9,83,7,0,7,1
3318,1,48,1,2,0,6,0,0,9,1.0,0,188,0,10,340,0,9,83,1,0,549,0
3319,0,40,0,2,0,2,0,0,0,1.0,0,318,0,10,340,0,9,83,1,0,828,0
3320,1,24,2,2,0,4,0,0,0,1.0,0,311,0,10,340,0,9,83,5,2,836,0
3322,1,22,2,0,0,4,0,0,0,1.0,0,194,1,8,248,0,9,83,5,0,213,1
3323,1,30,0,0,0,8,0,0,4,1.0,1,44,1,8,89,0,9,83,8,15,152,1
3324,1,63,1,2,0,1,0,0,0,1.0,1,106,0,10,340,0,9,83,1,0,1144,0
3325,1,46,1,3,0,1,0,0,0,399.0,1,436,0,10,340,0,9,83,1,0,430,0
3326,1,33,0,0,0,10,0,0,4,1.0,0,318,0,10,340,0,9,83,9,0,868,0
3328,0,21,2,0,1,6,0,0,1,79.0,0,349,1,8,179,1,1,8,6,0,81,1
3329,1,43,0,2,0,4,0,0,0,5.0,1,140,1,7,90,0,9,83,1,0,31,1
3331,1,26,0,0,0,10,0,0,3,1.0,0,250,1,7,207,0,9,83,10,34,684,1
3332,1,51,1,0,0,1,0,0,1,17.0,0,233,0,10,340,0,9,83,1,0,889,0
3333,1,39,0,2,0,1,0,0,3,1.0,0,436,1,7,243,1,6,28,1,0,673,1
3335,0,30,0,3,0,3,0,0,0,1.0,1,44,1,7,90,0,9,83,2,0,371,0
3337,1,32,0,0,0,8,0,0,14,1.0,0,176,1,8,89,0,9,83,2,0,22,1
3338,1,22,2,0,0,6,0,0,0,2.0,1,247,0,10,340,0,9,83,5,0,65,0
3339,1,59,1,2,0,1,0,0,0,1.0,0,318,0,10,340,0,9,83,1,0,1134,0
3340,1,38,0,0,0,7,5,0,37,1.0,1,436,1,3,276,1,2,76,2,30,138,1
3341,1,23,2,0,0,6,0,0,2,1.0,0,436,0,10,340,0,9,83,5,238,1052,0
3342,1,42,0,0,0,1,0,0,0,0.0,1,44,1,7,340,0,9,83,1,1,645,1
3343,1,20,2,0,1,3,0,0,1,37.0,0,436,1,2,251,1,1,64,7,0,59,1
3344,1,38,0,0,0,7,0,0,2,0.0,0,60,1,3,276,1,2,55,3,193,292,1
3345,0,34,0,2,0,3,0,0,2,1.0,0,317,0,10,340,0,9,83,2,0,1161,0
3347,0,36,0,0,0,3,0,0,7,1.0,0,93,1,8,92,0,9,83,3,1,214,1
3348,1,35,0,2,0,4,0,0,7,86.0,0,363,1,8,89,0,9,83,3,0,262,1
3349,1,36,0,0,0,3,0,0,0,1.0,1,44,1,8,173,0,9,83,1,0,442,1
3350,1,31,0,0,0,1,0,0,1,15.0,0,171,0,10,340,0,9,83,2,0,878,0
3351,0,28,0,0,0,4,0,0,3,1.0,0,436,1,3,137,0,9,83,4,4,103,1
3354,1,28,0,0,0,2,0,0,1,0.0,0,284,1,8,89,0,9,83,2,0,550,1
3356,1,60,1,2,0,1,0,0,3,120.0,0,341,0,10,340,0,9,83,2,0,805,0
3357,1,43,0,0,0,4,0,0,0,1.0,0,123,0,10,340,0,9,83,1,0,734,0
3358,1,40,0,0,0,1,0,0,1,1.0,0,436,0,10,340,0,9,83,1,1,752,0
3359,1,31,0,0,0,9,2,0,15,1.0,0,318,1,3,221,0,9,83,5,1,52,1
3360,1,54,1,0,0,7,0,0,6,1.0,0,318,1,3,221,0,9,83,1,13,35,1
3361,1,26,0,0,0,6,0,0,1,624.0,0,436,0,10,340,0,9,83,7,0,907,0
3362,1,24,2,0,0,9,0,0,17,1.0,0,436,1,7,243,0,9,83,9,129,373,1
3363,1,41,0,3,0,1,0,0,0,3.0,0,142,1,8,173,0,9,83,1,0,89,1
3369,1,21,2,0,0,9,0,1,1,1.0,0,436,1,3,24,0,9,83,8,241,279,0
3370,0,29,0,3,0,2,0,0,1,1.0,0,257,1,7,205,0,9,83,2,0,291,1
3371,1,22,2,0,0,3,0,1,0,1.0,0,426,0,10,340,0,9,83,5,0,953,0
3375,1,52,1,3,0,7,0,0,9,1.0,0,177,1,3,137,0,9,83,1,33,271,1
3376,0,40,0,5,0,1,0,0,0,1.0,0,194,0,10,340,0,9,83,1,0,838,0
3377,0,37,0,2,0,1,0,0,0,0.0,0,9,0,10,340,0,9,83,1,0,916,0
3379,1,21,2,5,0,4,0,0,1,1.0,0,194,0,10,340,0,9,83,6,0,982,0
3380,0,45,1,0,0,4,0,0,1,1.0,0,9,0,10,340,0,9,83,2,5,914,0
3381,1,29,0,0,0,2,0,0,1,0.0,1,108,1,7,318,0,9,83,2,0,181,0
3383,1,46,1,0,0,5,0,0,10,1.0,0,171,1,7,205,0,9,83,1,9,609,1
3384,1,21,2,2,0,8,1,2,1,1.0,0,58,0,10,340,0,9,83,9,12,631,0
3385,1,50,1,0,1,9,0,0,7,1154.0,1,44,0,10,340,0,9,83,4,0,1118,0
3386,1,35,0,2,0,5,0,0,6,10.0,0,51,1,8,278,1,7,26,4,0,101,1
3387,1,52,1,0,0,1,0,0,1,2.0,1,428,1,7,333,1,1,9,1,0,1,1
3390,1,48,1,2,0,1,0,0,0,0.0,1,105,0,10,340,0,9,83,1,0,471,0
3391,0,29,0,0,0,8,0,3,9,1.0,1,248,1,3,120,0,9,83,6,0,32,1
3392,1,48,1,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1119,0
3393,1,31,0,0,0,6,0,0,10,8.0,0,436,1,8,278,0,9,83,4,0,249,1
3394,1,21,2,2,0,8,0,0,3,1.0,0,250,1,3,34,0,9,83,8,0,10,1
3395,1,32,0,5,0,1,0,0,0,0.0,0,382,1,8,173,0,9,83,1,22,142,0
3396,1,47,1,0,0,5,0,0,0,1.0,1,44,0,10,340,0,9,83,3,2,775,0
3397,1,62,1,0,0,7,0,0,1,613.0,1,290,0,10,340,0,9,83,6,0,895,0
3398,1,21,2,0,1,10,2,2,3,1.0,0,93,1,3,282,0,9,83,10,0,132,1
3399,1,35,0,0,3,10,0,0,13,1.0,0,318,0,10,340,0,9,83,5,0,392,0
3401,1,46,1,0,0,1,0,0,3,22.0,1,243,1,8,173,0,9,83,1,0,30,1
3403,1,34,0,0,0,4,0,0,5,1.0,0,194,1,9,192,0,9,83,3,4,341,1
3404,1,52,1,0,0,1,0,0,2,5.0,0,436,0,10,340,0,9,83,1,0,1005,0
3405,0,39,0,0,0,2,1,0,7,92.0,0,318,0,10,340,0,9,83,1,0,114,0
3406,1,21,2,2,0,8,0,0,0,1.0,1,44,1,3,116,1,6,35,9,8,65,1
3407,1,53,1,2,0,1,0,0,1,3.0,1,14,0,10,340,0,9,83,1,0,781,0
3408,0,19,2,2,0,3,0,0,0,1.0,0,172,1,7,243,0,9,83,5,0,374,1
3409,1,22,2,0,0,6,0,0,0,1.0,1,241,0,10,340,0,9,83,8,2,812,0
3410,1,45,1,0,0,3,0,0,1,1.0,0,436,0,10,340,0,9,83,1,2,697,0
3411,0,27,0,2,0,2,0,0,0,1.0,0,66,0,10,340,0,9,83,2,0,813,0
3412,1,25,0,2,0,2,0,0,0,1.0,1,44,0,10,340,0,9,83,3,0,69,0
3413,1,30,0,2,0,4,0,0,0,1.0,0,174,1,7,50,0,9,83,2,0,79,1
3415,1,31,0,0,0,5,0,0,2,1.0,0,141,1,7,90,0,9,83,4,0,365,1
3417,1,28,0,2,0,3,0,0,3,1.0,0,436,0,10,340,0,9,83,2,0,778,0
3418,1,36,0,0,0,2,0,0,3,1.0,1,44,1,8,89,1,6,35,2,1,34,1
3419,1,27,0,0,0,5,0,0,7,1.0,0,436,1,7,318,0,9,83,5,9,46,0
3420,1,42,0,0,0,2,0,0,1,0.0,0,318,0,10,340,0,9,83,1,0,1061,0
3422,1,35,0,2,0,5,0,0,0,1.0,0,318,1,7,243,0,9,83,1,41,114,1
3423,0,33,0,2,0,2,0,0,2,29.0,0,257,0,10,340,0,9,83,1,0,1082,0
3425,1,24,2,3,1,10,0,0,6,1.0,0,121,1,7,207,0,9,83,9,553,749,1
3426,1,25,0,0,0,10,1,0,21,1.0,0,436,1,3,220,0,9,83,10,0,138,0
3427,0,42,0,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,747,0
3429,1,21,2,0,0,6,0,0,0,1.0,0,194,1,8,103,0,9,83,9,3,125,1
3431,0,28,0,0,0,2,0,0,0,0.0,1,44,0,10,340,0,9,83,2,0,1173,0
3434,1,27,0,0,0,10,0,0,25,50.0,0,436,1,2,11,1,1,17,9,0,18,1
3437,0,21,2,2,0,6,0,0,0,1.0,0,65,0,10,340,0,9,83,7,2,948,0
3438,1,26,0,2,0,6,0,0,0,0.0,1,44,1,8,234,0,9,83,6,5,168,1
3439,1,36,0,2,0,1,0,0,0,1.0,0,171,0,10,340,0,9,83,1,0,1132,0
3440,1,23,2,0,0,8,0,0,1,398.0,1,287,1,8,173,0,9,83,9,0,237,0
3441,1,49,1,2,0,7,0,0,0,1.0,0,318,1,3,137,0,9,83,2,1,76,0
3442,1,29,0,0,0,8,0,0,11,69.0,0,318,1,7,318,0,9,83,7,0,551,1
3444,1,44,0,2,0,2,0,0,0,1.0,0,318,1,8,89,0,9,83,1,1,711,1
3445,1,28,0,2,0,3,0,0,1,26.0,1,44,0,10,340,0,9,83,4,0,910,0
3446,1,27,0,0,0,6,0,0,2,310.0,1,139,1,7,205,0,9,83,5,0,530,0
3448,0,35,0,0,0,7,0,0,12,2.0,0,300,1,7,302,0,9,83,3,0,51,0
3449,1,36,0,0,0,8,0,0,19,217.0,1,139,1,3,224,0,9,83,4,0,544,0
3451,1,46,1,2,0,2,0,0,2,1017.0,1,379,0,10,340,0,9,83,1,0,266,0
3452,1,34,0,0,0,1,0,0,3,1.0,0,176,0,10,340,0,9,83,2,0,973,0
3453,1,45,1,0,0,3,0,0,15,1.0,0,141,1,8,173,0,9,83,1,0,143,1
3454,1,28,0,0,0,3,0,0,9,1.0,0,141,1,3,91,0,9,83,4,15,91,1
3455,0,25,0,0,0,3,0,0,1,1.0,0,9,0,10,340,0,9,83,3,3,1131,0
3456,1,21,2,0,0,8,1,0,1,0.0,1,30,1,3,254,1,2,66,8,1,748,1
3457,1,48,1,0,0,1,0,0,1,1.0,0,200,0,10,340,0,9,83,1,0,746,0
3458,1,37,0,2,0,2,0,0,1,1.0,1,44,0,10,340,0,9,83,3,0,1161,0
3460,1,24,2,0,0,6,0,0,3,3.0,0,318,1,7,205,0,9,83,6,0,191,1
3462,1,37,0,2,0,1,0,0,1,1.0,1,44,1,7,27,1,6,35,1,0,507,1
3463,1,39,0,2,0,3,0,0,1,4.0,0,369,0,10,340,0,9,83,4,0,137,0
3464,1,24,2,2,0,5,0,1,1,1.0,0,58,1,3,135,0,9,83,4,0,5,1
3465,1,49,1,5,0,1,0,0,2,1.0,0,436,0,10,340,0,9,83,1,0,917,0
3468,1,35,0,0,0,10,0,0,3,1120.0,0,21,1,3,107,1,2,55,10,0,607,1
3470,1,23,2,0,0,2,0,0,1,1.0,0,436,1,8,89,0,9,83,3,0,346,1
3474,1,36,0,2,0,3,0,0,4,123.0,0,318,1,8,315,0,9,83,2,0,25,1
