age,sex,decile_score,priors_count,race,days_in_jail,c_days_from_compas,is_violent_recid,v_decile_score,is_recid
38,1,1,0,0,0.0,1.0,0,1,0
14,1,2,7,2,0.0,1.0,0,2,0
35,1,1,4,2,1.0,1.0,0,1,0
35,1,1,4,2,1.0,1.0,0,1,0
29,1,5,1,3,183.0,1.0,0,3,0
32,1,7,6,0,109.0,110.0,0,1,0
32,1,7,6,0,109.0,110.0,0,1,0
2,1,3,1,0,1.0,24.0,0,5,0
3,1,6,0,0,0.0,7.0,0,6,0
12,1,2,1,5,2.0,1.0,0,3,1
12,1,2,1,5,2.0,1.0,0,3,1
19,1,1,1,2,0.0,1.0,0,1,1
19,1,1,1,2,0.0,1.0,0,1,1
42,1,1,1,3,18.0,18.0,0,1,0
8,1,2,1,3,0.0,1.0,0,3,1
8,1,2,1,3,0.0,1.0,0,3,1
12,1,1,0,2,0.0,1.0,0,2,0
1,1,10,0,0,45.0,1.0,0,9,0
1,1,10,0,0,45.0,1.0,0,9,0
1,1,10,0,0,45.0,1.0,0,9,0
5,1,10,9,0,106.0,0.0,0,10,0
8,1,5,0,2,0.0,1.0,0,3,-1
8,1,5,0,2,0.0,1.0,0,3,-1
8,1,8,2,2,1.0,1.0,0,4,1
8,1,8,2,2,1.0,1.0,0,4,1
12,1,5,0,0,0.0,1.0,0,6,-1
12,1,5,0,0,0.0,1.0,0,6,-1
12,1,5,0,0,0.0,1.0,0,6,-1
12,1,5,0,0,0.0,1.0,0,6,-1
12,1,5,0,0,0.0,1.0,0,6,-1
12,1,5,0,0,0.0,1.0,0,6,-1
12,1,5,0,0,0.0,1.0,0,6,-1
12,1,5,0,0,0.0,1.0,0,6,-1
54,1,1,0,2,0.0,1.0,0,1,0
2,1,10,2,0,62.0,1.0,0,10,0
2,1,10,2,0,62.0,1.0,0,10,0
8,0,9,5,0,6.0,1.0,1,6,1
3,1,5,0,3,1.0,1.0,0,5,0
21,0,2,1,0,0.0,1.0,0,1,0
21,0,2,1,0,0.0,1.0,0,1,0
12,1,2,0,5,5.0,1.0,0,2,0
12,1,2,2,3,0.0,709.0,0,2,0
19,1,1,1,2,0.0,1.0,0,1,0
26,1,5,2,0,2.0,1.0,0,2,0
26,1,5,2,0,2.0,1.0,0,2,0
27,1,2,0,2,2.0,1.0,0,2,0
51,1,1,0,2,0.0,1.0,0,1,0
12,1,1,1,0,0.0,1.0,0,2,0
12,1,1,1,0,0.0,1.0,0,2,0
20,1,1,2,1,8.0,0.0,0,1,0
5,1,5,6,2,0.0,1.0,0,4,1
30,1,4,12,0,1.0,1.0,0,1,0
30,1,4,12,0,1.0,1.0,0,1,0
32,0,1,1,0,0.0,700.0,0,1,0
14,1,4,0,2,1.0,0.0,0,3,0
19,1,4,1,0,36.0,140.0,0,4,0
9,1,7,0,0,0.0,1.0,0,5,-1
9,1,7,0,0,0.0,1.0,0,5,-1
9,1,7,0,0,0.0,1.0,0,5,-1
28,1,1,0,1,0.0,1.0,0,1,0
24,1,1,0,0,0.0,1.0,0,1,0
2,0,8,0,0,11.0,1.0,0,7,1
2,0,8,0,0,11.0,1.0,0,7,1
2,0,8,0,0,11.0,1.0,0,7,1
2,0,8,0,0,11.0,1.0,0,7,1
47,1,1,2,2,4.0,60.0,0,1,0
16,0,7,6,2,1.0,1.0,0,2,0
16,0,7,6,2,1.0,1.0,0,2,0
16,0,7,6,2,1.0,1.0,0,2,0
16,0,7,6,2,1.0,1.0,0,2,0
16,0,7,6,2,1.0,1.0,0,2,0
36,1,2,4,2,3.0,1.0,0,1,0
10,0,2,0,2,0.0,1.0,0,2,0
26,1,5,8,2,90.0,1.0,0,1,0
29,1,1,7,0,1.0,1.0,0,1,1
29,1,1,7,0,1.0,1.0,0,1,1
21,1,9,5,0,26.0,49.0,0,6,1
21,1,9,5,0,26.0,49.0,0,6,1
21,1,9,5,0,26.0,49.0,0,6,1
13,0,2,0,0,0.0,0.0,0,1,0
8,1,7,0,2,1.0,3.0,0,3,1
8,1,7,0,2,1.0,3.0,0,3,1
8,1,7,0,2,1.0,3.0,0,3,1
11,1,10,7,2,1.0,2.0,1,7,1
33,1,1,7,2,14.0,1.0,1,1,1
9,1,2,0,2,0.0,1.0,0,3,0
23,1,5,10,2,0.0,39.0,0,7,0
23,1,5,10,2,0.0,39.0,0,7,0
55,1,1,1,2,53.0,64.0,0,1,0
26,1,1,0,0,0.0,0.0,0,1,0
6,1,6,0,3,1.0,1.0,0,6,0
6,0,3,0,0,2.0,1.0,0,3,0
6,0,3,0,0,2.0,1.0,0,3,0
31,1,5,12,2,21.0,24.0,0,1,0
31,1,5,12,2,21.0,24.0,0,1,0
31,1,5,12,2,21.0,24.0,0,1,0
4,1,3,0,2,0.0,1.0,0,6,-1
8,1,5,0,2,26.0,1.0,0,6,0
5,1,9,0,0,0.0,1.0,0,8,-1
4,1,8,0,0,0.0,1.0,0,9,1
4,1,8,0,0,0.0,1.0,0,9,1
4,1,8,0,0,0.0,1.0,0,9,1
4,1,8,0,0,0.0,1.0,0,9,1
4,1,8,0,0,0.0,1.0,0,9,1
4,1,8,0,0,0.0,1.0,0,9,1
39,1,7,16,0,248.0,1.0,0,5,0
39,1,7,16,0,248.0,1.0,0,5,0
39,1,7,16,0,248.0,1.0,0,5,0
47,1,2,23,0,235.0,329.0,0,1,0
14,1,4,4,0,1.0,1.0,0,2,1
14,1,4,4,0,1.0,1.0,0,2,1
9,1,3,0,0,1.0,1.0,0,3,0
18,1,2,0,5,3.0,1.0,0,3,0
18,1,2,0,5,3.0,1.0,0,3,0
12,1,10,0,0,0.0,1.0,0,8,-1
5,0,3,0,0,1.0,0.0,0,4,0
12,1,2,0,2,0.0,1.0,0,1,0
39,0,1,2,3,60.0,68.0,0,1,0
7,0,3,0,2,0.0,1.0,0,3,0
16,1,2,5,2,1.0,1.0,0,3,0
4,1,10,6,0,0.0,63.0,1,10,1
2,1,8,2,0,56.0,56.0,0,10,1
10,1,7,11,3,0.0,0.0,0,7,0
10,1,7,11,3,0.0,0.0,0,7,0
27,1,1,0,5,1.0,1.0,0,1,0
42,1,3,2,3,0.0,4363.0,0,1,0
4,1,7,4,0,144.0,1.0,0,6,0
33,0,5,5,2,32.0,0.0,0,2,0
4,1,3,0,0,0.0,1.0,0,5,-1
9,1,2,4,0,1.0,1.0,0,2,1
9,1,2,4,0,1.0,1.0,0,2,1
14,1,7,0,0,17.0,1.0,0,3,1
14,1,7,0,0,17.0,1.0,0,3,1
14,1,7,0,0,17.0,1.0,0,3,1
32,1,5,0,2,0.0,1.0,0,1,-1
25,1,3,2,0,5.0,1.0,0,1,0
25,1,3,2,0,5.0,1.0,0,1,0
7,0,5,0,2,0.0,1.0,0,3,0
8,1,9,0,0,0.0,1.0,0,9,-1
4,1,6,2,0,867.0,1.0,0,8,0
45,0,4,1,0,0.0,2902.0,0,1,0
19,1,2,2,2,0.0,1.0,0,1,0
8,1,4,0,0,1.0,1.0,0,3,1
8,1,4,0,0,1.0,1.0,0,3,1
8,1,4,0,0,1.0,1.0,0,3,1
8,1,4,0,0,1.0,1.0,0,3,1
14,1,10,17,0,209.0,0.0,0,10,1
14,1,10,17,0,209.0,0.0,0,10,1
14,1,10,17,0,209.0,0.0,0,10,1
8,1,2,0,0,0.0,1.0,0,3,0
14,1,3,4,5,1.0,1.0,0,2,0
3,0,6,5,2,1.0,1.0,0,5,0
3,0,6,5,2,1.0,1.0,0,5,0
21,1,4,3,3,13.0,21.0,0,1,0
18,1,1,0,5,0.0,1.0,0,2,-1
40,0,1,4,0,1.0,1.0,0,1,0
33,1,1,1,2,4.0,20.0,0,1,0
15,1,2,0,5,0.0,1.0,0,3,0
4,0,3,1,2,0.0,22.0,0,4,0
10,1,2,0,0,0.0,1.0,0,2,-1
8,1,5,6,0,0.0,0.0,0,4,1
8,1,5,6,0,0.0,0.0,0,4,1
8,1,5,6,0,0.0,0.0,0,4,1
3,1,10,2,0,140.0,1.0,0,9,1
3,1,10,2,0,140.0,1.0,0,9,1
3,1,10,2,0,140.0,1.0,0,9,1
11,0,4,1,0,0.0,1.0,0,2,1
8,0,4,0,2,0.0,0.0,0,3,0
13,1,7,0,2,35.0,1.0,0,4,1
13,1,7,0,2,35.0,1.0,0,4,1
13,1,7,0,2,35.0,1.0,0,4,1
13,1,7,0,2,35.0,1.0,0,4,1
13,1,7,0,2,35.0,1.0,0,4,1
25,1,1,2,2,1.0,10.0,0,1,0
5,1,7,0,0,0.0,1.0,0,6,0
7,1,2,0,2,1.0,1.0,0,4,0
4,1,9,6,0,1.0,1.0,0,9,0
4,1,9,6,0,1.0,1.0,0,9,0
12,1,4,6,0,133.0,1.0,0,4,0
7,1,9,15,0,2.0,1.0,1,7,1
2,1,7,0,0,1.0,1.0,0,6,1
2,1,7,0,0,1.0,1.0,0,6,1
21,1,1,0,3,0.0,1.0,0,1,0
13,1,5,3,0,0.0,1.0,0,2,1
13,1,5,3,0,0.0,1.0,0,2,1
13,1,5,3,0,0.0,1.0,0,2,1
13,1,5,3,0,0.0,1.0,0,2,1
15,1,2,1,0,3.0,1.0,0,2,1
15,1,2,1,0,3.0,1.0,0,2,1
15,1,2,1,0,3.0,1.0,0,2,1
15,1,2,1,0,3.0,1.0,0,2,1
41,1,4,1,0,0.0,1.0,0,1,0
3,1,9,1,3,1.0,8.0,0,8,0
35,1,6,8,0,5.0,1.0,0,1,1
16,1,2,2,2,1.0,1.0,0,2,0
18,1,4,6,2,0.0,26.0,0,2,0
2,0,10,0,3,0.0,1.0,0,9,-1
4,1,2,0,5,1.0,1.0,0,4,0
5,1,3,0,0,1.0,1.0,0,5,0
5,1,3,0,0,1.0,1.0,0,5,0
14,1,8,2,0,109.0,0.0,0,5,0
14,1,9,11,0,1.0,1.0,0,5,1
14,1,9,11,0,1.0,1.0,0,5,1
14,1,9,11,0,1.0,1.0,0,5,1
14,1,9,11,0,1.0,1.0,0,5,1
14,1,9,11,0,1.0,1.0,0,5,1
14,1,9,11,0,1.0,1.0,0,5,1
14,1,9,11,0,1.0,1.0,0,5,1
48,0,1,1,2,28.0,46.0,0,1,0
18,0,1,0,5,2.0,1.0,0,1,0
48,1,1,0,5,1.0,1.0,0,1,0
6,0,6,0,2,23.0,1.0,0,4,0
12,1,10,7,0,602.0,1.0,0,7,1
10,1,7,1,0,1.0,1.0,0,3,0
25,1,5,4,2,2.0,0.0,1,2,1
17,1,2,3,0,11.0,1.0,0,2,0
7,1,3,1,0,1.0,0.0,0,3,0
3,1,9,1,0,0.0,10.0,0,7,0
3,1,9,1,0,0.0,10.0,0,7,0
11,1,5,0,5,0.0,1.0,0,3,-1
1,1,8,2,0,14.0,21.0,0,9,1
1,1,8,2,0,14.0,21.0,0,9,1
1,1,8,2,0,14.0,21.0,0,9,1
1,1,8,2,0,14.0,21.0,0,9,1
14,1,10,1,0,1.0,1.0,0,8,0
14,1,10,1,0,1.0,1.0,0,8,0
15,1,2,0,2,0.0,2.0,1,2,1
30,1,1,0,2,1.0,3.0,0,1,0
4,1,6,1,0,4.0,1.0,1,7,1
17,1,8,0,0,0.0,1.0,0,4,-1
17,1,8,0,0,0.0,1.0,0,4,-1
11,1,1,0,0,0.0,1.0,0,2,0
5,0,4,0,0,2.0,1.0,0,5,0
44,1,9,15,0,36.0,35.0,0,9,0
19,1,5,0,2,1.0,1.0,0,2,0
15,0,2,0,2,0.0,3.0,0,1,0
15,0,2,0,2,0.0,3.0,0,1,0
17,1,4,1,0,1.0,1.0,0,2,0
35,1,1,0,2,0.0,0.0,0,1,1
35,1,1,0,2,0.0,0.0,0,1,1
41,1,6,17,2,23.0,25.0,0,1,1
41,1,6,17,2,23.0,25.0,0,1,1
16,1,2,2,0,1.0,1.0,0,2,0
30,0,1,0,2,0.0,1.0,0,1,0
15,0,2,1,0,0.0,10.0,0,1,0
26,1,1,0,2,1.0,0.0,0,1,0
13,1,2,10,2,1.0,18.0,0,2,1
13,1,2,10,2,1.0,18.0,0,2,1
13,1,2,10,2,1.0,18.0,0,2,1
13,1,2,10,2,1.0,18.0,0,2,1
8,0,3,0,0,0.0,1.0,0,2,-1
10,1,4,2,0,1.0,1.0,0,5,1
10,1,4,2,0,1.0,1.0,0,5,1
38,1,1,9,5,138.0,147.0,0,1,0
33,1,1,1,3,17.0,18.0,0,1,0
33,1,1,1,3,17.0,18.0,0,1,0
29,0,3,5,0,0.0,1.0,0,1,0
5,1,7,0,0,5.0,1.0,0,5,1
5,1,7,0,0,5.0,1.0,0,5,1
5,1,7,0,0,5.0,1.0,0,5,1
5,1,7,0,0,5.0,1.0,0,5,1
3,1,7,0,3,0.0,1.0,0,6,0
3,1,7,0,3,0.0,1.0,0,6,0
8,1,5,0,2,0.0,0.0,0,4,0
4,1,9,3,0,0.0,0.0,0,10,0
11,1,2,0,0,1.0,1.0,0,3,0
39,1,1,0,2,0.0,0.0,0,1,0
2,1,9,2,0,2.0,1.0,0,7,1
2,1,9,2,0,2.0,1.0,0,7,1
2,1,9,2,0,2.0,1.0,0,7,1
9,1,9,15,0,141.0,1.0,0,9,0
26,1,1,0,2,0.0,1.0,0,1,0
23,1,5,2,0,14.0,1.0,0,3,0
39,1,9,20,0,240.0,19.0,0,3,0
47,1,3,0,2,6.0,1.0,0,1,0
9,1,2,3,2,0.0,1.0,0,2,0
47,1,1,0,2,0.0,1.0,0,1,-1
10,0,4,4,0,0.0,0.0,0,3,0
20,0,10,0,0,34.0,1.0,0,5,0
9,1,6,1,2,21.0,1.0,0,5,1
9,1,6,1,2,21.0,1.0,0,5,1
9,1,6,1,2,21.0,1.0,0,5,1
9,1,6,1,2,21.0,1.0,0,5,1
43,1,1,0,2,0.0,1.0,0,1,0
13,1,3,7,2,1.0,1.0,0,2,0
5,1,8,5,2,14.0,105.0,0,5,1
5,1,8,5,2,14.0,105.0,0,5,1
5,1,8,5,2,14.0,105.0,0,5,1
15,1,7,16,0,0.0,243.0,0,3,1
15,1,7,16,0,0.0,243.0,0,3,1
15,1,7,16,0,0.0,243.0,0,3,1
15,1,7,16,0,0.0,243.0,0,3,1
8,1,3,3,0,0.0,21.0,0,3,1
8,1,3,3,0,0.0,21.0,0,3,1
2,1,4,0,0,1.0,1.0,1,7,1
2,1,4,0,0,1.0,1.0,1,7,1
2,1,4,0,0,1.0,1.0,1,7,1
37,1,1,2,2,0.0,1.0,0,1,1
37,1,1,2,2,0.0,1.0,0,1,1
18,1,8,0,0,1.0,0.0,0,2,0
30,1,1,4,5,4.0,1.0,0,1,1
30,1,1,4,5,4.0,1.0,0,1,1
30,1,1,4,5,4.0,1.0,0,1,1
4,1,4,5,5,2.0,1.0,0,5,1
4,1,4,5,5,2.0,1.0,0,5,1
5,1,9,1,0,5.0,1.0,0,9,0
3,1,3,0,2,0.0,1.0,0,6,-1
10,1,2,1,0,1.0,1.0,0,2,0
10,1,2,1,0,1.0,1.0,0,2,0
4,1,10,4,0,172.0,1.0,0,6,0
4,1,10,4,0,172.0,1.0,0,6,0
4,1,10,4,0,172.0,1.0,0,6,0
16,1,10,19,0,4.0,1.0,0,6,1
16,1,10,19,0,4.0,1.0,0,6,1
16,1,10,19,0,4.0,1.0,0,6,1
16,1,10,19,0,4.0,1.0,0,6,1
30,0,1,0,2,0.0,1.0,0,1,0
41,0,1,1,2,5.0,21.0,0,1,0
41,0,1,1,2,5.0,21.0,0,1,0
19,1,2,0,2,1.0,5.0,1,1,1
19,1,2,0,2,1.0,5.0,1,1,1
2,1,9,0,0,33.0,1.0,0,9,0
10,0,4,0,2,0.0,1.0,0,3,1
22,0,2,0,2,0.0,1.0,0,1,-1
3,1,9,2,0,34.0,125.0,0,8,0
3,1,9,2,0,34.0,125.0,0,8,0
2,1,10,1,0,46.0,47.0,0,9,1
2,1,10,1,0,46.0,47.0,0,9,1
2,1,10,1,0,46.0,47.0,0,9,1
2,1,10,1,0,46.0,47.0,0,9,1
13,1,2,0,0,1.0,1.0,0,4,0
20,0,10,14,0,4.0,1.0,1,3,1
20,0,10,14,0,4.0,1.0,1,3,1
20,0,10,14,0,4.0,1.0,1,3,1
15,1,1,0,0,3.0,4.0,0,2,1
15,1,1,0,0,3.0,4.0,0,2,1
15,1,1,0,0,3.0,4.0,0,2,1
9,1,8,3,0,0.0,1.0,1,6,1
7,1,4,2,2,1.0,0.0,0,3,1
7,1,4,2,2,1.0,0.0,0,3,1
7,1,4,2,2,1.0,0.0,0,3,1
7,1,4,2,2,1.0,0.0,0,3,1
7,1,4,2,2,1.0,0.0,0,3,1
7,1,4,2,2,1.0,0.0,0,3,1
7,1,4,2,2,1.0,0.0,0,3,1
7,1,4,2,2,1.0,0.0,0,3,1
24,0,2,2,0,1.0,1.0,0,1,0
4,1,8,3,0,26.0,1.0,1,5,1
4,1,8,3,0,26.0,1.0,1,5,1
4,1,8,3,0,26.0,1.0,1,5,1
3,1,6,0,5,1.0,1.0,0,8,0
39,1,7,15,2,20.0,32.0,0,3,0
27,1,5,1,2,27.0,1.0,0,3,1
27,1,5,1,2,27.0,1.0,0,3,1
3,0,3,1,0,1.0,11.0,0,4,1
3,0,3,1,0,1.0,11.0,0,4,1
3,0,3,1,0,1.0,11.0,0,4,1
3,0,3,1,0,1.0,11.0,0,4,1
3,0,3,1,0,1.0,11.0,0,4,1
33,1,7,0,2,0.0,1.0,0,3,-1
34,1,1,2,2,1.0,41.0,0,1,0
16,1,6,7,0,1.0,0.0,0,7,0
16,1,6,7,0,1.0,0.0,0,7,0
11,1,3,0,2,0.0,1.0,0,3,0
19,0,4,0,0,5.0,0.0,0,3,0
16,1,2,0,2,0.0,1.0,0,1,0
16,1,2,0,2,0.0,1.0,0,1,0
37,0,1,0,2,0.0,1.0,0,1,-1
35,1,1,0,0,1.0,1.0,1,1,1
12,0,8,8,0,1.0,1.0,0,3,1
13,1,6,0,2,0.0,1.0,0,2,-1
13,1,6,0,2,0.0,1.0,0,2,-1
17,1,3,0,3,1.0,7.0,0,2,0
17,1,3,0,3,1.0,7.0,0,2,0
17,1,3,0,3,1.0,7.0,0,2,0
10,1,4,1,2,4.0,1.0,0,2,0
3,1,8,1,0,0.0,1.0,0,9,0
4,1,7,1,0,43.0,1.0,0,6,0
4,1,7,1,0,43.0,1.0,0,6,0
23,1,7,7,0,35.0,1.0,0,2,0
29,1,2,1,3,2.0,2.0,0,1,0
25,1,3,6,2,42.0,1.0,0,2,0
5,1,5,3,3,36.0,37.0,0,3,0
24,1,3,1,2,0.0,1.0,1,2,1
16,1,8,2,0,0.0,1247.0,0,5,0
8,1,4,3,0,0.0,0.0,0,2,1
36,1,1,9,0,1.0,3940.0,0,1,0
21,1,2,1,5,0.0,1.0,1,1,1
21,1,2,1,5,0.0,1.0,1,1,1
12,1,9,20,0,317.0,0.0,0,5,1
12,1,9,20,0,317.0,0.0,0,5,1
12,1,9,20,0,317.0,0.0,0,5,1
8,0,6,1,0,27.0,1.0,0,4,1
8,0,6,1,0,27.0,1.0,0,4,1
23,1,1,0,0,0.0,0.0,0,1,0
5,1,5,5,2,54.0,0.0,0,4,1
5,1,5,5,2,54.0,0.0,0,4,1
5,1,5,5,2,54.0,0.0,0,4,1
21,1,4,0,0,5.0,1.0,0,2,0
25,1,2,1,2,64.0,1.0,1,1,1
25,1,2,1,2,64.0,1.0,1,1,1
24,1,2,3,0,170.0,1.0,0,2,0
4,1,3,0,0,0.0,2.0,1,5,1
5,1,2,0,0,1.0,1.0,0,3,0
24,1,5,3,3,0.0,100.0,0,3,0
35,1,1,0,3,0.0,1.0,0,1,-1
6,1,2,2,0,1.0,1.0,0,3,0
9,0,3,6,2,1.0,1.0,0,3,1
9,0,3,6,2,1.0,1.0,0,3,1
24,0,3,2,0,34.0,1.0,0,1,0
7,1,6,8,0,29.0,1.0,0,5,1
7,1,6,8,0,29.0,1.0,0,5,1
7,1,6,8,0,29.0,1.0,0,5,1
31,1,2,4,0,35.0,1.0,0,1,0
8,1,9,7,0,38.0,43.0,0,5,1
8,1,9,7,0,38.0,43.0,0,5,1
34,1,1,1,2,24.0,1.0,0,1,0
9,1,7,2,0,6.0,6.0,0,5,0
9,1,7,2,0,6.0,6.0,0,5,0
22,1,1,0,0,0.0,1.0,0,1,-1
42,0,1,2,2,1.0,1.0,0,1,0
26,1,3,1,2,404.0,0.0,0,2,0
26,1,3,1,2,404.0,0.0,0,2,0
12,0,3,0,0,1.0,1.0,0,2,0
3,1,3,1,0,0.0,1.0,0,5,0
5,0,6,0,0,1.0,1.0,0,6,0
12,1,7,2,0,1.0,1867.0,0,6,0
12,1,7,2,0,1.0,1867.0,0,6,0
30,1,6,9,0,3.0,0.0,0,5,1
30,1,6,9,0,3.0,0.0,0,5,1
14,1,7,2,0,1.0,0.0,1,5,1
10,1,3,3,3,1.0,1.0,0,3,1
8,1,5,5,3,1.0,90.0,0,6,0
8,1,5,5,3,1.0,90.0,0,6,0
6,1,7,5,0,1.0,1.0,0,4,1
6,1,7,5,0,1.0,1.0,0,4,1
6,1,7,5,0,1.0,1.0,0,4,1
8,0,5,3,0,7.0,306.0,0,3,1
8,0,5,3,0,7.0,306.0,0,3,1
8,0,5,3,0,7.0,306.0,0,3,1
9,1,1,0,0,2.0,1.0,0,2,0
11,1,4,3,2,0.0,1.0,0,3,0
4,1,5,3,0,214.0,21.0,1,8,1
26,1,2,2,0,1.0,1.0,0,1,0
14,1,4,3,2,86.0,1.0,0,4,0
14,1,4,3,2,86.0,1.0,0,4,0
9,0,2,1,0,0.0,1.0,0,2,0
14,1,1,0,2,0.0,1.0,0,1,0
34,1,4,15,0,0.0,0.0,0,3,1
34,1,4,15,0,0.0,0.0,0,3,1
43,1,2,3,2,0.0,0.0,1,1,1
43,1,2,3,2,0.0,0.0,1,1,1
51,1,1,3,0,0.0,0.0,0,2,0
33,1,1,2,5,34.0,1.0,0,1,0
3,0,6,1,2,1.0,86.0,0,6,0
3,0,6,1,2,1.0,86.0,0,6,0
3,0,6,1,2,1.0,86.0,0,6,0
12,1,2,0,2,0.0,1.0,0,1,-1
13,1,6,2,2,3.0,1.0,0,6,1
13,1,6,2,2,3.0,1.0,0,6,1
16,0,5,0,0,0.0,1.0,0,1,0
1,1,4,3,0,30.0,1.0,0,7,1
1,1,4,3,0,30.0,1.0,0,7,1
8,0,4,0,2,0.0,1.0,0,3,0
6,0,3,0,2,1.0,1.0,0,2,0
6,1,9,12,0,36.0,0.0,1,9,1
6,1,9,12,0,36.0,0.0,1,9,1
6,1,9,12,0,36.0,0.0,1,9,1
4,1,4,0,0,427.0,1.0,0,6,0
6,1,8,3,2,6.0,1.0,0,6,1
6,1,8,3,2,6.0,1.0,0,6,1
6,1,8,3,2,6.0,1.0,0,6,1
6,1,8,3,2,6.0,1.0,0,6,1
39,1,1,3,3,1.0,2.0,0,1,0
12,1,7,6,2,6.0,1.0,0,8,0
25,1,1,4,0,1.0,0.0,0,1,1
6,1,7,4,0,4.0,1.0,0,4,0
6,1,7,4,0,4.0,1.0,0,4,0
6,1,7,4,0,4.0,1.0,0,4,0
7,1,3,0,2,0.0,1.0,0,3,-1
12,0,7,7,2,17.0,17.0,0,3,0
7,1,9,5,0,1.0,1.0,0,7,1
7,1,9,5,0,1.0,1.0,0,7,1
7,1,9,5,0,1.0,1.0,0,7,1
28,0,1,0,0,0.0,1.0,0,1,-1
5,1,6,0,3,7.0,1.0,0,5,0
5,1,6,0,3,7.0,1.0,0,5,0
39,1,2,0,2,0.0,1.0,1,1,1
13,0,6,4,5,0.0,1.0,0,4,0
38,0,8,1,2,169.0,1.0,0,3,0
3,1,8,1,0,8.0,8.0,0,8,0
3,1,8,1,0,8.0,8.0,0,8,0
3,1,8,1,0,8.0,8.0,0,8,0
3,1,8,1,0,8.0,8.0,0,8,0
13,1,10,6,0,31.0,1.0,1,6,1
5,0,9,1,0,1.0,1.0,0,8,0
8,1,7,0,0,1.0,1.0,0,3,0
12,1,10,15,0,1.0,1.0,0,8,1
12,1,10,15,0,1.0,1.0,0,8,1
12,1,10,15,0,1.0,1.0,0,8,1
29,1,1,1,2,1.0,102.0,0,1,0
24,1,1,1,5,0.0,13.0,0,1,0
6,1,2,0,0,1.0,1.0,0,3,0
9,0,10,3,2,20.0,129.0,0,7,0
9,0,10,3,2,20.0,129.0,0,7,0
9,0,10,3,2,20.0,129.0,0,7,0
9,0,10,3,2,20.0,129.0,0,7,0
42,1,1,0,2,0.0,3.0,0,1,0
46,1,3,0,2,108.0,1.0,0,2,0
10,1,1,1,2,0.0,0.0,0,2,0
3,0,6,0,2,0.0,1.0,1,6,1
3,0,6,0,2,0.0,1.0,1,6,1
18,1,3,5,0,11.0,795.0,0,2,0
18,1,3,5,0,11.0,795.0,0,2,0
18,1,3,5,0,11.0,795.0,0,2,0
6,0,2,0,5,1.0,1.0,0,3,0
32,0,1,1,0,1.0,1.0,0,1,0
5,1,3,0,0,0.0,1.0,0,4,1
5,1,3,0,0,0.0,1.0,0,4,1
10,1,3,2,4,49.0,1.0,0,4,0
11,1,10,4,0,1.0,9.0,0,8,0
11,1,10,4,0,1.0,9.0,0,8,0
13,1,6,5,2,68.0,103.0,0,4,0
13,1,6,5,2,68.0,103.0,0,4,0
24,0,9,6,0,26.0,0.0,0,1,0
24,0,9,6,0,26.0,0.0,0,1,0
8,1,2,1,0,13.0,1.0,0,3,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
7,0,7,5,2,0.0,4.0,0,4,0
29,0,6,1,0,0.0,762.0,0,3,0
28,0,1,0,3,1.0,3.0,0,1,0
10,1,8,7,0,39.0,9.0,0,7,1
10,1,8,7,0,39.0,9.0,0,7,1
10,1,8,7,0,39.0,9.0,0,7,1
35,1,10,4,3,0.0,490.0,0,5,0
1,1,2,0,2,0.0,1.0,0,6,0
36,1,4,14,2,28.0,1.0,1,3,1
36,1,4,14,2,28.0,1.0,1,3,1
5,1,6,0,2,0.0,1.0,0,5,-1
19,1,1,6,5,1.0,1.0,0,2,0
7,1,9,5,2,14.0,1.0,1,8,1
7,1,9,5,2,14.0,1.0,1,8,1
45,1,1,0,2,3.0,1.0,0,1,1
45,1,1,0,2,3.0,1.0,0,1,1
17,1,7,2,0,1.0,1.0,0,4,0
2,1,4,9,0,64.0,23.0,0,7,1
2,1,4,9,0,64.0,23.0,0,7,1
8,1,1,0,3,0.0,1.0,0,3,1
8,1,1,0,3,0.0,1.0,0,3,1
8,1,1,0,3,0.0,1.0,0,3,1
14,1,3,2,0,0.0,677.0,0,3,0
7,1,10,8,0,1.0,1.0,1,10,1
7,1,10,8,0,1.0,1.0,1,10,1
15,1,1,0,2,0.0,1.0,0,1,0
11,1,3,7,0,1.0,1.0,0,4,0
11,1,3,7,0,1.0,1.0,0,4,0
9,1,4,2,3,0.0,1.0,0,3,0
19,1,9,12,0,0.0,1.0,0,10,1
19,1,9,12,0,0.0,1.0,0,10,1
19,1,9,12,0,0.0,1.0,0,10,1
21,0,7,2,0,80.0,1.0,0,3,0
21,0,7,2,0,80.0,1.0,0,3,0
2,0,10,3,2,0.0,1.0,1,8,1
2,0,10,3,2,0.0,1.0,1,8,1
14,1,2,1,0,1.0,1.0,0,2,1
54,1,1,1,2,1.0,23.0,0,1,0
20,1,1,0,2,2.0,1.0,0,1,0
20,1,1,0,2,2.0,1.0,0,1,0
20,1,1,0,2,2.0,1.0,0,1,0
22,1,2,0,2,0.0,1.0,0,1,0
5,1,3,0,2,0.0,1.0,0,4,0
26,1,7,7,2,96.0,130.0,0,7,0
