age,education.num,marital.status,sex,hours.per.week,income
7,8,0,0,39,0
24,13,0,1,39,0
26,9,1,0,39,1
67,12,1,0,19,0
6,8,0,0,39,0
24,12,1,0,49,1
13,9,0,0,44,0
29,11,1,0,39,0
17,9,0,0,39,0
37,13,0,0,59,0
10,9,0,0,39,0
35,13,1,1,39,1
8,8,0,0,39,0
35,12,1,0,54,1
7,8,0,1,49,0
19,8,0,1,39,0
14,8,1,0,39,0
49,9,1,0,19,0
30,9,0,1,34,0
38,3,1,0,49,0
15,8,0,1,34,0
31,9,0,1,39,0
4,8,1,0,34,0
16,11,1,1,39,0
10,9,0,1,47,0
30,10,0,1,39,0
1,6,0,1,23,0
27,8,1,0,59,1
6,9,0,0,36,0
1,5,0,1,34,0
39,8,1,0,49,0
7,12,0,0,34,0
26,12,1,0,39,1
6,12,0,1,59,0
9,9,0,0,41,0
25,8,0,0,39,0
6,8,0,1,39,0
36,5,1,0,39,0
23,8,0,0,24,0
10,12,0,0,49,0
7,9,0,0,59,0
25,8,0,1,39,0
24,8,0,1,39,0
6,9,0,0,9,0
25,13,1,0,64,0
21,8,1,0,39,1
46,3,1,0,29,0
14,8,1,0,39,0
1,6,0,1,3,0
4,9,0,0,29,0
7,12,1,1,39,0
38,9,1,0,39,0
14,9,0,1,29,0
6,9,0,1,19,0
18,8,1,0,39,0
34,9,1,0,59,0
2,9,0,1,29,0
21,8,0,0,55,0
53,14,1,0,24,0
36,5,0,0,39,0
42,15,1,0,39,1
22,9,1,0,42,0
1,7,0,1,19,0
24,8,0,1,29,0
2,9,0,0,9,0
7,9,0,1,39,0
8,8,0,1,37,0
15,9,0,0,39,0
18,8,0,1,39,0
1,8,0,0,19,0
20,8,0,0,41,0
13,9,0,1,35,0
5,8,0,1,39,0
33,9,0,1,27,0
53,8,0,1,22,0
26,13,1,0,39,1
60,9,0,0,39,0
13,8,1,0,39,0
16,9,1,0,38,0
5,9,0,0,11,0
16,8,1,0,39,0
10,6,1,0,39,0
18,9,0,0,59,0
15,9,0,1,54,0
24,12,1,1,24,1
20,9,1,0,39,0
0,6,0,0,14,0
33,12,0,0,54,1
14,8,1,0,39,0
37,8,0,1,37,0
6,8,0,0,39,0
23,12,0,1,19,0
21,8,1,0,34,0
13,10,1,0,54,0
3,9,0,0,7,0
26,9,1,0,49,0
8,9,0,0,24,0
22,13,1,0,49,1
31,11,1,0,49,1
24,8,0,1,39,0
7,12,0,0,29,0
3,9,0,0,39,0
8,9,0,1,39,0
40,9,1,0,39,1
22,9,1,1,34,1
49,12,1,0,39,1
17,9,0,1,39,0
29,8,1,1,39,0
25,13,0,1,44,0
17,8,0,0,39,0
26,9,1,1,39,0
25,9,0,1,39,0
14,12,0,0,47,0
53,9,1,0,29,0
15,9,1,0,39,0
29,8,1,0,39,1
25,3,0,0,24,0
4,10,0,0,39,0
7,12,0,1,39,0
6,8,0,0,54,0
20,9,0,1,44,0
2,6,0,1,29,0
27,11,1,0,39,1
12,8,1,0,39,0
13,10,1,1,23,0
19,9,1,0,43,0
32,12,0,0,44,0
12,8,0,0,39,0
28,8,0,1,39,0
58,15,1,0,19,1
25,8,0,1,39,0
20,11,0,1,39,0
34,12,1,0,24,0
44,8,1,0,47,0
33,8,1,0,39,0
42,8,0,0,39,0
8,8,0,1,29,0
5,8,0,0,15,0
39,9,1,0,39,1
27,12,0,1,39,0
18,10,1,0,49,0
40,8,0,0,39,0
10,12,0,1,39,0
13,12,0,0,39,0
29,6,1,0,39,0
31,14,1,0,59,1
44,12,0,0,39,1
16,8,0,0,82,0
23,8,1,0,39,0
41,9,1,0,64,1
18,9,1,0,39,1
34,9,0,1,49,0
20,7,0,1,39,0
24,8,0,0,53,0
27,6,1,0,83,0
24,12,1,1,47,1
20,4,0,1,15,0
17,9,0,1,39,0
7,12,0,1,39,0
3,9,0,0,39,0
21,12,1,0,39,0
11,10,0,1,39,0
3,8,0,0,44,0
5,12,0,0,7,0
38,12,0,1,70,0
3,9,0,0,34,0
9,12,0,1,39,0
3,8,0,0,68,0
23,4,0,1,39,0
16,8,1,0,49,1
37,9,0,0,49,0
7,8,0,1,39,0
8,9,0,0,45,0
1,6,0,0,7,0
32,8,1,0,59,0
0,7,0,0,16,0
17,10,1,0,44,0
20,12,1,0,44,1
32,9,1,0,39,1
20,8,0,0,39,0
23,8,1,1,34,1
27,8,0,1,39,0
23,5,1,1,31,0
41,8,1,1,39,0
27,8,1,0,39,0
25,9,1,0,24,1
22,8,0,0,17,0
2,8,0,0,39,0
12,13,0,0,39,0
17,9,0,0,39,0
21,9,1,0,14,0
37,9,0,1,47,0
23,8,0,1,36,0
2,9,0,1,24,0
16,9,1,0,51,0
63,3,0,1,23,0
7,8,0,0,49,0
11,12,0,0,39,0
38,8,1,1,29,1
4,9,0,0,39,0
34,8,0,1,37,0
2,8,0,1,39,0
25,8,0,1,23,0
43,8,1,0,47,0
3,9,0,1,39,0
34,8,0,1,39,0
4,9,0,1,39,0
20,9,1,0,39,0
9,8,0,0,51,0
23,9,1,0,39,0
38,13,1,0,39,1
16,8,0,0,31,0
30,5,0,1,29,0
9,7,0,0,50,0
42,8,1,1,19,0
53,9,0,1,16,0
9,9,0,1,19,0
30,5,1,0,64,0
8,13,0,1,42,0
29,8,1,0,39,0
50,5,1,0,19,0
17,13,1,0,49,1
5,12,0,1,34,0
22,8,0,0,41,0
37,8,1,0,34,0
7,12,1,0,39,0
20,8,0,1,37,0
24,13,0,1,39,0
19,8,1,0,32,0
22,12,0,0,39,0
9,12,0,0,44,0
20,12,1,0,54,1
26,9,1,0,49,1
37,8,1,0,39,1
36,2,1,0,39,1
40,13,1,0,59,0
11,12,1,0,39,1
12,12,1,0,39,0
4,8,0,0,39,0
34,8,1,0,39,0
29,8,1,0,39,0
33,14,1,0,72,1
33,8,0,1,47,0
19,8,0,1,39,0
14,12,1,0,39,0
3,8,0,1,9,0
19,8,1,0,39,0
21,8,0,0,39,0
20,12,1,0,44,1
1,5,0,0,35,0
16,8,0,0,49,0
6,9,0,0,39,0
20,12,0,1,35,0
8,8,1,0,29,0
34,11,1,0,39,0
18,8,1,0,39,0
37,6,1,0,39,0
49,8,1,0,29,0
15,8,0,1,12,0
20,12,0,0,54,1
12,12,1,0,39,1
28,12,1,0,36,0
44,9,1,0,39,0
23,9,0,1,39,0
7,8,0,1,48,0
32,3,1,0,37,0
17,8,1,0,39,0
11,8,0,1,39,0
3,9,0,0,39,0
13,9,0,1,36,0
9,9,0,0,39,0
46,5,1,0,44,0
19,11,0,0,54,0
46,12,1,0,39,1
5,8,0,1,9,0
23,8,1,0,39,1
14,3,0,1,34,0
32,9,1,0,49,0
6,12,0,1,19,0
17,8,1,0,39,0
11,12,1,0,44,1
16,8,0,0,39,0
0,6,0,1,7,0
44,4,0,1,39,0
36,8,0,1,39,0
9,11,1,0,44,1
31,9,0,0,49,1
11,13,1,0,49,1
13,12,0,1,49,0
12,8,1,0,44,0
8,9,0,1,39,0
20,8,1,0,39,0
26,12,0,1,54,0
23,8,1,0,39,0
17,5,1,0,44,1
14,11,0,0,19,0
4,9,0,1,39,0
15,8,1,0,39,0
9,12,1,0,49,1
27,9,1,0,39,0
32,8,1,0,51,1
9,8,0,1,29,0
23,8,1,0,59,0
2,6,0,1,39,0
41,8,1,0,39,0
44,10,1,0,39,1
11,9,1,0,62,0
9,12,0,0,39,0
47,8,0,1,24,0
25,12,1,0,59,1
24,9,1,0,39,1
28,8,0,0,39,0
22,12,1,0,49,1
24,8,1,0,39,0
34,6,0,1,39,0
17,10,0,1,39,0
18,9,1,0,59,0
24,6,0,1,24,0
22,13,0,1,49,0
24,9,1,0,54,0
16,9,1,0,39,0
5,8,0,0,39,0
8,9,0,1,39,0
60,3,1,0,19,1
16,10,0,1,39,0
49,8,0,1,39,0
2,9,0,0,34,0
27,8,0,1,37,0
11,9,0,0,49,0
16,12,1,0,49,0
27,8,1,1,39,0
45,3,0,1,39,0
23,9,1,0,49,1
24,8,0,0,5,0
6,9,0,0,29,0
31,8,1,0,39,1
21,13,1,0,44,0
20,13,1,0,49,1
28,13,1,0,54,1
12,8,1,0,39,0
49,8,0,1,24,0
2,8,0,1,49,0
6,4,0,0,38,0
17,12,1,0,39,1
22,13,0,1,44,0
16,8,0,0,59,0
26,9,0,1,9,0
10,8,1,0,93,0
16,9,0,0,34,0
9,2,1,0,29,0
29,8,1,0,35,0
21,11,0,1,39,0
72,6,1,0,39,0
55,9,1,0,24,1
3,8,0,1,14,0
12,8,1,0,47,0
32,6,1,0,72,0
6,8,0,1,34,0
3,9,1,1,17,0
29,11,0,1,39,0
16,12,1,0,39,1
7,12,0,0,54,0
32,10,1,0,44,0
37,8,1,0,64,0
14,10,1,0,49,0
1,9,0,1,5,0
2,8,0,0,39,0
29,11,0,0,39,0
26,12,0,0,39,0
41,8,0,0,39,0
26,8,1,0,44,0
20,9,0,0,39,0
4,7,0,0,24,0
35,13,0,0,68,1
17,10,1,0,31,1
11,10,0,1,39,0
17,8,0,0,39,0
12,8,1,0,39,1
22,8,1,0,64,0
32,6,0,1,34,0
18,9,1,0,49,1
14,9,0,1,19,0
1,9,0,0,29,0
26,12,1,0,39,1
4,9,0,1,39,0
1,9,0,0,39,0
41,6,1,0,47,0
19,13,0,1,39,0
21,8,1,1,39,0
2,6,0,0,39,0
21,10,0,1,35,0
9,10,0,1,59,0
21,11,0,1,15,0
19,9,1,0,44,0
23,8,1,0,44,1
8,12,0,0,39,0
24,12,1,1,24,1
16,8,0,0,44,0
46,8,1,0,15,0
34,8,1,0,39,0
17,8,1,0,39,0
16,10,0,0,39,0
8,5,1,0,44,0
13,8,0,0,65,0
2,9,0,0,24,0
30,8,1,1,39,1
9,12,0,1,39,0
4,9,0,1,13,0
19,8,1,0,59,1
43,5,1,0,39,0
11,8,0,0,39,0
2,8,0,1,13,0
25,12,1,0,85,0
19,8,0,1,35,0
18,8,1,1,37,0
5,9,0,1,24,0
37,8,1,0,39,1
19,12,1,0,44,0
38,8,1,0,64,0
40,13,1,0,39,0
39,3,1,0,35,0
7,8,1,0,49,0
18,12,1,0,39,1
34,6,0,0,39,0
17,8,0,0,43,0
19,11,0,1,41,0
34,4,0,1,39,0
29,15,1,0,59,1
8,12,0,1,39,0
5,8,0,0,49,0
20,8,1,0,39,0
31,12,0,0,39,1
23,7,1,0,39,0
41,8,1,1,19,1
35,8,1,0,19,0
1,6,0,0,19,0
10,5,1,0,39,0
46,4,1,0,15,0
21,8,1,0,59,0
23,9,1,0,59,0
24,8,0,0,39,0
15,10,1,0,54,1
13,8,0,0,69,0
11,12,1,0,49,0
14,8,0,1,34,0
4,9,0,0,19,0
16,8,0,1,39,0
27,13,1,0,39,1
5,9,0,0,24,0
25,8,1,0,39,0
19,11,1,0,34,0
14,8,0,0,39,0
4,9,0,1,24,0
17,8,1,0,76,0
4,9,0,0,14,0
58,12,0,0,47,1
4,9,0,0,23,0
64,9,1,0,14,0
37,8,0,0,39,0
17,12,1,0,64,0
24,8,1,0,44,0
44,12,0,1,39,0
7,9,0,0,39,0
3,8,1,1,39,0
27,12,0,1,59,0
30,12,1,0,39,1
14,9,1,0,39,0
36,8,1,0,59,0
27,13,1,0,44,1
20,8,1,0,45,1
11,9,1,0,49,1
54,9,1,0,9,0
40,8,0,1,39,0
5,9,0,0,9,0
13,9,0,1,54,0
3,8,0,0,39,0
11,12,0,1,44,0
37,6,0,1,9,0
3,8,0,0,34,0
17,8,1,0,39,0
4,9,0,0,39,0
12,9,0,1,39,0
34,9,0,1,39,0
22,8,0,1,68,0
2,9,0,1,37,0
5,8,0,0,39,0
42,9,0,1,37,0
1,6,0,0,12,0
5,8,0,0,19,0
25,9,1,0,39,1
22,11,0,0,39,0
14,12,1,0,39,1
11,6,0,1,39,0
5,12,0,1,6,0
50,13,0,1,39,0
0,6,0,1,24,0
30,11,1,0,39,1
6,12,0,1,4,0
3,8,1,1,39,0
5,8,0,1,39,0
30,3,1,0,39,0
32,9,1,1,39,1
47,9,1,0,19,0
18,9,0,1,39,0
35,9,0,1,39,0
12,8,0,1,39,0
56,5,0,1,39,0
21,8,1,0,49,1
1,9,0,1,14,0
7,8,1,1,39,0
16,12,1,0,49,0
23,9,0,1,54,0
38,8,0,1,39,0
27,8,0,0,39,0
23,12,0,1,59,0
5,8,0,0,39,0
38,9,1,1,39,1
28,8,0,1,25,0
30,12,0,1,49,1
39,8,1,0,39,0
27,8,1,0,39,0
15,9,0,0,37,0
0,5,0,0,19,0
27,9,0,0,49,0
15,11,0,0,76,0
18,12,1,0,59,1
10,8,1,0,39,0
15,8,1,0,49,0
51,6,0,0,68,0
3,9,0,1,19,0
16,9,0,1,39,0
7,4,0,0,11,0
31,8,1,0,44,0
28,13,0,1,49,0
31,9,0,1,39,0
11,13,1,0,44,1
43,9,1,0,34,1
22,13,0,1,39,0
6,9,0,0,29,0
6,7,0,0,39,0
19,9,0,1,39,0
8,12,1,1,39,0
35,8,0,0,39,0
18,8,1,0,39,0
24,8,1,0,39,0
28,12,1,1,41,1
20,13,1,0,39,1
41,10,0,1,39,0
50,8,1,1,1,0
31,8,1,1,7,0
46,8,1,0,47,0
7,9,1,0,69,1
26,9,1,0,39,1
19,8,0,0,59,0
15,8,1,0,69,0
19,9,0,0,39,0
26,9,0,1,49,0
10,8,0,1,39,0
0,6,0,0,11,0
28,12,0,1,45,0
24,8,1,0,39,0
24,8,1,0,37,0
1,8,0,1,34,0
31,11,0,1,39,0
34,10,1,0,49,1
9,9,0,1,23,0
37,0,1,0,59,0
5,9,0,1,47,0
2,8,0,0,34,0
30,3,0,0,39,0
15,8,1,1,19,0
13,12,0,1,39,1
18,13,0,0,39,0
56,7,1,0,17,0
0,5,0,0,9,0
15,12,0,1,31,0
26,13,1,0,39,1
2,8,0,0,39,0
9,8,0,1,39,0
24,13,1,0,39,1
35,9,0,0,39,0
18,8,0,1,31,0
40,6,1,0,51,0
18,10,1,1,43,0
16,12,0,0,39,0
39,3,0,0,39,0
25,12,0,0,59,0
0,9,0,0,19,0
32,8,0,1,34,0
22,14,1,0,44,1
17,9,0,1,49,0
20,9,0,0,39,0
5,7,0,0,34,0
10,10,1,0,39,0
4,9,0,1,24,0
42,9,1,0,39,0
36,5,1,0,93,0
9,6,0,0,39,0
31,12,1,0,44,1
22,12,1,0,68,0
17,8,0,1,31,0
37,12,1,0,37,0
33,8,1,0,39,1
31,12,1,0,44,0
23,11,0,1,49,0
13,12,1,0,68,0
14,8,1,0,59,0
29,11,1,0,39,0
45,10,1,0,49,0
21,12,0,1,39,0
7,12,0,1,29,0
7,9,0,1,49,0
10,12,0,1,47,0
26,11,1,1,29,0
31,8,0,1,39,0
24,8,0,0,39,0
13,9,1,1,44,0
21,12,1,0,39,1
28,14,0,0,39,1
28,12,0,0,39,0
38,9,0,1,37,0
29,3,1,0,72,0
7,12,0,0,39,0
14,9,0,1,24,0
18,8,1,0,34,0
20,9,0,1,39,0
12,9,1,0,44,0
39,12,1,0,49,1
16,5,1,0,39,0
27,8,0,1,39,0
4,8,0,0,39,0
4,8,0,0,39,0
29,13,1,0,39,1
27,9,1,0,49,1
46,12,0,1,39,0
27,8,1,1,29,0
14,9,1,0,44,0
9,9,1,0,41,0
20,8,0,0,49,0
43,9,0,1,39,1
16,12,1,0,44,0
21,12,1,0,39,0
9,10,0,1,34,0
29,10,0,1,62,0
7,8,0,1,34,0
30,13,1,0,34,1
10,9,0,1,29,0
29,9,1,0,39,0
30,11,1,0,39,1
30,8,0,0,39,0
34,8,1,0,39,0
19,8,1,0,39,1
33,13,1,1,39,0
12,15,1,0,59,0
10,5,0,0,72,0
43,3,0,1,34,0
14,8,1,0,39,0
29,11,1,0,39,0
23,8,0,1,39,0
22,9,1,0,51,1
52,3,1,0,54,0
37,12,1,0,39,1
39,8,0,1,39,0
30,9,0,1,39,0
8,11,0,1,44,0
17,8,1,0,59,0
7,3,0,0,49,0
12,13,1,0,49,0
47,9,1,0,39,0
27,12,0,0,39,0
9,8,0,0,59,0
19,5,0,1,39,0
20,8,1,1,39,1
20,5,0,0,64,0
16,8,1,0,59,0
2,9,0,1,9,0
3,9,0,1,29,0
3,9,0,1,19,0
8,9,1,0,39,0
23,8,0,1,39,0
9,8,0,0,39,0
12,15,1,0,49,1
28,12,1,0,39,0
18,9,0,1,37,0
15,9,0,0,44,0
44,8,0,1,39,0
9,12,0,0,14,0
5,9,1,1,38,0
32,12,1,0,47,0
23,8,1,1,11,0
20,8,0,0,39,0
6,12,0,0,49,0
11,12,1,0,59,1
10,8,1,0,39,0
17,10,0,1,39,0
32,4,1,0,44,0
24,9,0,0,39,0
11,12,0,0,20,0
21,9,1,0,54,1
11,8,1,0,39,0
24,12,0,0,39,0
33,14,1,0,35,1
56,8,0,0,23,0
4,9,0,0,39,0
21,8,0,1,39,0
47,13,1,0,1,0
30,9,0,1,39,0
7,12,0,0,44,0
27,12,1,0,39,1
44,9,1,0,59,1
32,9,0,1,54,0
6,9,0,0,19,0
2,10,0,1,39,0
4,8,0,0,52,0
39,6,0,1,39,0
18,7,1,0,39,0
20,9,0,1,19,0
24,15,0,1,49,1
13,6,1,0,39,0
18,15,1,1,19,0
30,9,1,0,39,0
38,6,1,0,31,0
5,10,0,0,19,0
14,5,0,1,39,0
7,12,0,0,47,0
32,9,1,0,39,0
6,3,0,0,24,0
33,8,0,1,34,0
21,12,0,0,39,0
3,9,0,1,19,0
32,9,1,0,49,1
28,8,0,1,49,0
29,12,1,0,49,1
2,8,0,1,29,0
14,12,0,1,39,0
21,8,0,1,39,0
39,13,1,0,49,1
7,12,0,0,39,0
41,8,1,0,49,0
11,8,1,0,39,0
5,8,1,0,39,0
29,8,0,0,39,0
13,0,0,0,39,0
39,12,1,0,44,1
15,8,1,0,39,0
39,8,1,0,43,1
33,9,1,0,39,0
11,8,0,1,29,0
13,12,0,1,39,0
7,8,0,0,39,0
25,10,0,1,39,0
14,8,1,0,39,1
1,6,0,1,19,0
29,5,0,1,24,0
14,12,0,1,64,1
27,13,1,0,39,1
2,8,0,0,19,0
28,13,0,1,39,1
33,9,1,0,68,0
36,4,1,0,39,0
28,9,0,1,39,0
4,5,0,1,38,0
20,12,1,1,39,1
25,8,0,1,39,0
20,8,1,0,29,0
28,10,1,0,59,0
15,9,0,1,19,0
13,14,1,0,49,0
40,12,1,0,76,1
20,8,0,1,55,0
1,9,0,1,39,0
15,9,1,0,39,1
26,12,1,0,39,1
19,8,0,1,27,0
16,13,0,1,39,0
31,8,0,1,39,0
17,8,1,1,39,0
17,9,0,0,49,1
16,8,0,0,39,0
19,12,1,1,59,0
22,8,1,0,39,0
5,11,0,1,24,0
2,8,0,0,19,0
29,10,0,0,49,0
30,13,0,1,5,0
30,15,1,0,34,1
35,9,0,1,39,0
21,4,1,0,39,0
41,8,1,0,39,1
15,2,1,0,39,0
37,10,1,1,9,0
3,9,0,0,24,0
8,11,0,0,47,0
8,4,0,0,14,0
52,8,1,0,29,0
11,12,1,1,44,1
3,9,0,1,19,0
4,3,0,0,39,0
20,12,1,0,39,1
4,8,0,0,31,0
8,11,1,0,12,0
22,8,1,1,39,0
17,10,1,0,39,1
16,8,1,0,39,0
30,8,1,0,49,1
12,10,0,1,39,0
31,8,1,0,84,0
12,6,0,1,39,0
17,8,0,0,39,0
3,9,0,0,24,0
24,13,1,0,39,1
5,10,0,0,39,0
6,8,0,0,43,0
2,9,0,1,37,0
7,9,0,0,39,0
3,9,0,0,29,0
15,8,0,0,39,0
19,8,0,0,59,1
1,5,0,0,29,0
10,8,0,1,39,0
9,9,1,0,59,0
35,11,0,1,31,0
7,9,0,0,39,0
25,8,0,0,39,0
3,9,0,1,34,0
3,9,0,1,9,0
22,8,0,0,39,0
51,6,1,0,29,0
18,8,0,1,47,0
37,12,1,0,39,0
7,12,0,0,39,0
7,12,0,1,7,0
3,9,0,1,14,0
47,0,1,0,39,0
11,12,0,1,34,0
19,8,1,0,46,0
27,8,1,0,59,0
5,8,0,1,59,0
39,8,1,0,39,0
7,12,1,0,44,0
7,9,0,1,72,0
5,11,0,1,39,0
4,9,0,1,29,0
25,12,1,0,39,1
24,13,0,1,54,0
50,9,1,0,43,0
3,9,0,1,29,0
15,8,1,0,39,0
29,8,0,1,39,0
35,8,0,1,35,0
27,12,0,0,39,0
48,6,1,0,39,0
10,9,1,0,49,0
18,8,1,1,34,0
13,8,0,1,44,0
31,8,0,1,36,1
18,3,0,1,39,0
11,12,0,0,44,0
23,14,1,0,54,1
16,9,0,0,39,0
23,9,1,0,49,1
8,3,0,0,44,0
28,12,1,0,37,1
13,9,1,0,39,1
36,9,0,1,39,0
10,9,1,0,59,0
14,6,0,0,39,0
16,8,1,0,59,0
22,12,0,0,39,1
25,9,1,0,44,1
2,8,0,0,29,0
14,12,1,0,39,0
36,8,1,0,39,0
30,9,1,0,19,0
10,15,0,1,39,0
5,8,0,1,39,0
12,8,1,1,39,1
15,10,0,0,45,0
6,8,0,0,39,0
10,9,0,0,19,0
36,8,0,1,39,0
1,8,0,0,19,0
24,12,0,1,29,0
10,8,1,1,39,0
13,9,0,0,39,0
24,8,0,1,39,0
4,9,0,1,29,0
41,8,1,1,39,0
28,12,0,1,39,0
23,5,0,0,39,0
4,9,0,1,39,0
33,10,1,1,39,0
9,8,1,0,39,0
6,8,0,1,39,0
10,12,0,0,39,0
19,12,0,1,39,0
5,8,0,0,39,0
20,9,0,0,39,0
37,12,1,0,39,0
19,8,0,0,49,0
27,10,1,0,39,0
21,9,1,0,39,1
32,9,0,1,39,0
1,6,0,0,11,0
9,12,0,0,47,0
31,12,1,0,44,1
15,6,1,1,39,0
18,8,0,0,39,0
23,8,0,1,44,0
25,14,1,0,69,1
13,8,1,0,39,0
2,9,0,1,19,0
19,11,1,0,59,1
14,8,0,1,39,0
33,11,1,0,59,0
21,8,0,0,39,0
18,9,1,0,49,1
28,12,1,0,39,1
12,5,0,1,39,0
24,9,0,0,45,1
16,14,0,1,49,1
32,9,0,1,59,0
11,9,1,0,39,1
10,8,0,1,39,0
25,15,0,1,39,1
13,8,0,0,59,0
20,8,1,0,39,0
20,15,1,1,34,0
34,8,1,1,37,0
10,8,1,0,39,0
36,8,0,1,39,0
28,8,0,0,39,0
20,12,1,0,44,0
23,12,0,1,39,0
37,13,1,0,39,1
30,8,1,0,41,1
18,8,1,0,39,1
16,8,1,0,39,0
11,9,0,0,39,0
22,12,1,1,54,1
16,12,1,0,39,0
17,6,0,1,39,0
36,8,1,0,39,1
4,11,0,0,34,0
46,8,1,0,44,0
4,9,0,0,29,0
42,8,1,0,39,1
33,1,0,1,39,0
49,8,1,1,19,0
2,8,0,0,29,0
14,12,0,0,44,0
6,12,1,1,39,0
28,10,1,1,39,1
18,12,1,0,39,0
15,12,0,0,39,0
3,3,0,1,59,0
21,8,1,0,39,1
32,8,1,1,7,0
47,8,0,1,39,0
43,6,1,0,19,0
8,12,0,1,49,0
4,8,0,0,34,0
6,9,0,0,19,0
50,13,1,0,47,1
7,8,0,1,29,0
29,1,0,1,39,0
21,15,1,0,39,0
3,3,0,0,39,0
11,9,0,1,39,0
9,12,0,0,47,0
41,8,1,0,39,0
14,9,0,0,39,0
20,11,0,0,37,0
36,15,1,0,39,1
28,3,0,1,34,0
16,8,0,1,49,0
16,13,1,0,39,0
18,8,0,0,24,0
43,8,1,0,39,0
4,9,0,1,19,0
21,5,1,0,44,0
23,10,0,1,39,0
23,9,1,1,39,1
27,14,1,0,68,1
10,9,1,0,59,0
17,9,1,0,54,1
3,9,0,0,24,0
32,9,1,0,39,0
20,9,1,0,49,1
35,5,1,0,29,1
29,9,1,0,39,0
3,9,0,1,39,0
26,8,1,0,39,0
8,9,1,1,14,0
31,12,0,0,39,0
19,9,0,0,54,0
1,9,0,0,59,0
25,13,1,0,49,1
43,11,1,0,23,0
20,9,1,0,54,1
27,11,0,0,39,0
15,5,1,0,39,0
12,12,0,1,39,0
25,13,1,0,34,1
0,6,0,0,11,0
24,7,1,1,9,0
39,5,0,1,31,0
11,9,0,0,39,0
11,6,0,0,39,0
2,3,0,0,24,0
32,9,1,0,39,1
19,9,1,1,49,0
8,9,1,0,34,0
25,12,0,0,39,0
9,9,1,0,39,0
18,9,1,0,57,0
20,8,1,0,44,0
25,8,1,0,34,1
24,9,0,1,35,1
6,9,0,1,23,0
14,8,1,0,39,0
19,9,1,0,56,1
3,9,0,1,24,0
19,9,0,0,44,0
33,8,1,0,49,1
20,8,0,0,39,0
22,9,0,1,59,0
15,8,1,1,39,0
42,9,0,1,34,0
33,8,1,0,39,0
25,10,1,0,36,0
15,9,0,0,39,0
33,5,0,0,44,0
1,9,0,0,29,0
43,13,0,0,49,0
43,9,1,0,39,0
25,13,0,0,21,0
32,8,0,1,34,0
18,9,1,1,39,0
13,11,1,0,59,0
42,9,1,0,39,1
38,11,0,1,39,0
2,8,0,1,19,0
22,8,1,0,39,0
31,9,0,1,39,0
4,9,0,0,29,0
6,12,0,0,39,0
5,9,0,0,29,0
38,13,1,0,54,1
2,9,0,1,39,0
6,9,0,0,24,0
6,12,0,1,22,0
6,9,0,1,14,0
25,9,1,0,39,1
5,12,0,1,9,0
1,8,0,0,19,0
17,4,1,0,49,0
13,11,0,1,39,0
45,9,0,1,49,0
34,9,1,0,39,0
17,8,1,0,29,0
11,13,0,0,39,0
39,5,0,0,39,0
29,8,0,1,29,0
6,9,1,1,39,0
16,12,1,1,29,0
10,8,0,0,39,0
4,9,0,1,19,0
1,8,0,0,59,0
20,12,0,1,35,0
22,6,1,0,39,0
9,11,0,1,39,0
20,8,0,1,59,0
17,8,1,0,49,0
16,8,0,1,39,0
16,8,1,0,29,0
3,8,0,1,7,0
9,9,0,1,37,0
30,8,1,1,19,1
0,6,0,1,19,0
14,9,0,1,34,0
17,6,1,0,39,0
6,2,1,0,39,0
22,12,1,0,44,1
5,8,0,1,39,0
4,9,0,1,19,0
23,8,0,1,34,0
51,9,0,1,39,0
10,12,1,0,44,1
37,9,0,0,39,1
6,8,0,1,39,0
21,13,1,0,47,1
37,8,1,1,34,0
23,10,0,0,41,0
2,5,0,1,39,0
4,8,0,0,59,0
18,12,1,1,39,0
24,7,1,0,39,1
9,9,0,1,39,0
18,8,0,1,44,0
53,9,1,0,24,0
28,5,1,0,39,0
66,8,0,0,54,0
42,8,0,1,39,0
1,4,0,0,14,0
14,8,1,0,39,0
26,13,1,1,44,1
7,12,0,1,39,0
16,10,1,0,49,0
31,13,0,1,51,0
10,12,1,0,39,0
24,8,1,0,39,0
8,8,1,1,24,0
36,8,0,0,39,1
49,14,1,0,49,0
14,9,1,0,39,1
13,12,1,0,39,0
5,8,0,0,39,0
57,8,1,0,39,1
23,9,0,1,39,0
9,5,1,1,39,0
36,11,0,1,39,0
12,9,1,0,39,0
25,8,0,0,39,0
5,9,0,0,31,0
45,8,1,0,23,0
16,8,0,1,39,0
4,8,0,0,19,0
29,12,1,0,44,1
8,6,0,0,39,0
12,2,1,0,39,0
12,12,0,0,47,0
33,11,0,0,39,0
5,8,0,1,39,0
23,8,0,0,39,0
11,8,1,0,44,0
37,8,1,0,39,0
12,8,1,0,39,0
32,8,0,1,39,0
29,6,0,1,26,0
54,5,1,0,7,0
10,9,1,0,76,0
39,8,0,1,39,0
47,8,1,0,59,1
6,9,1,1,24,0
19,12,1,0,39,1
22,13,1,0,44,1
9,8,0,0,39,0
14,11,1,0,39,0
19,12,0,1,39,0
26,8,1,0,39,1
8,9,0,1,49,0
10,8,1,0,39,0
7,7,0,0,39,0
33,11,1,0,19,0
13,8,1,0,39,0
7,6,0,0,39,0
12,9,0,0,44,0
14,9,1,0,39,0
37,9,0,1,39,0
3,6,1,1,49,0
20,8,0,0,39,0
11,8,0,0,29,0
22,8,1,1,39,1
